"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SANTA CRUZ (000)",618,203,415
"De 14 a 29 años (001)",321,147,174
"De 30 a 44 años (002)",163,47,116
"De 45 a 64 años (003)",103,9,94
"De 65 y más años (004)",31,,31
"Hombres (005)",522,146,376
"De 14 a 29 años (006)",247,99,148
"De 30 a 44 años (007)",149,40,109
"De 45 a 64 años (008)",96,7,89
"De 65 y más años (009)",30,,30
"Mujeres (010)",96,57,39
"De 14 a 29 años (011)",74,48,26
"De 30 a 44 años (012)",14,7,7
"De 45 a 64 años (013)",7,2,5
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",128,48,80
"De 14 a 29 años (016)",63,33,30
"De 30 a 44 años (017)",42,15,27
"De 45 a 64 años (018)",18,,18
"De 65 y más años (019)",5,,5
"Hombres (020)",95,30,65
"De 14 a 29 años (021)",43,21,22
"De 30 a 44 años (022)",31,9,22
"De 45 a 64 años (023)",16,,16
"De 65 y más años (024)",5,,5
"Mujeres (025)",33,18,15
"De 14 a 29 años (026)",20,12,8
"De 30 a 44 años (027)",11,6,5
"De 45 a 64 años (028)",2,,2
,,,
"AREA RURAL (030)",490,155,335
"De 14 a 29 años (031)",258,114,144
"De 30 a 44 años (032)",121,32,89
"De 45 a 64 años (033)",85,9,76
"De 65 y más años (034)",26,,26
"Hombres (035)",427,116,311
"De 14 a 29 años (036)",204,78,126
"De 30 a 44 años (037)",118,31,87
"De 45 a 64 años (038)",80,7,73
"De 65 y más años (039)",25,,25
"Mujeres (040)",63,39,24
"De 14 a 29 años (041)",54,36,18
"De 30 a 44 años (042)",3,1,2
"De 45 a 64 años (043)",5,2,3
"De 65 y más años (044)",1,,1
