"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia AZANGARO",,,
"Viviendas particulares (001)",37761,15436,22325
"Ocupantes presentes (002)",135930,58606,77324
"Casa independiente",,,
"Viviendas particulares (004)",26686,11990,14696
"Ocupantes presentes (005)",95742,44908,50834
"Departamento en edificio",,,
"Viviendas particulares (007)",9,9,
"Ocupantes presentes (008)",32,32,
"Vivienda en quinta",,,
"Viviendas particulares (010)",24,24,
"Ocupantes presentes (011)",100,100,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",490,452,38
"Ocupantes presentes (014)",1550,1447,103
"Choza o cabaña",,,
"Viviendas particulares (016)",10526,2950,7576
"Ocupantes presentes (017)",38426,12095,26331
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",4,4,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",23,10,13
"Ocupantes presentes (023)",72,20,52
"Otro tipo",,,
"Viviendas particulares (025)",2,,2
"Ocupantes presentes (026)",4,,4
,,,
URBANA,,,
"Viviendas particulares (028)",10288,8068,2220
"Ocupantes presentes (029)",37011,30211,6800
"Casa independiente",,,
"Viviendas particulares (031)",9750,7573,2177
"Ocupantes presentes (032)",35292,28610,6682
"Departamento en edificio",,,
"Viviendas particulares (034)",9,9,
"Ocupantes presentes (035)",32,32,
"Vivienda en quinta",,,
"Viviendas particulares (037)",24,24,
"Ocupantes presentes (038)",100,100,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",490,452,38
"Ocupantes presentes (041)",1550,1447,103
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",4,4,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",12,9,3
"Ocupantes presentes (050)",29,18,11
"Otro tipo",,,
"Viviendas particulares (052)",2,,2
"Ocupantes presentes (053)",4,,4
,,,
RURAL,,,
"Viviendas particulares (055)",27473,7368,20105
"Ocupantes presentes (056)",98919,28395,70524
"Casa independiente",,,
"Viviendas particulares (058)",16936,4417,12519
"Ocupantes presentes (059)",60450,16298,44152
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",10526,2950,7576
"Ocupantes presentes (071)",38426,12095,26331
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",11,1,10
"Ocupantes presentes (077)",43,2,41
"Otro tipo",,,
