"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ACOBAMBA (000)",16591,286,5866,5526,3799,1114
"Empleado (001)",1302,6,447,604,228,17
"Obrero (002)",1638,10,608,549,401,70
"Trabajador independiente (003)",7649,24,2168,2660,2060,737
"Empleador o patrono (004)",111,,34,28,32,17
"Trabajador familiar no remunerado (005)",4632,215,1994,1313,893,217
"Trabajador del hogar (006)",78,7,45,18,7,1
"Desocupado (008)",1181,24,570,354,178,55
"Hombres (009)",11320,151,3888,3882,2644,755
"Empleado (010)",794,2,240,376,162,14
"Obrero (011)",1212,4,467,421,277,43
"Trabajador independiente (012)",5871,16,1632,2086,1606,531
"Empleador o patrono (013)",87,,24,19,30,14
"Trabajador familiar no remunerado (014)",2418,113,1107,683,412,103
"Trabajador del hogar (015)",14,1,9,2,1,1
"Desocupado (017)",924,15,409,295,156,49
"Mujeres (018)",5271,135,1978,1644,1155,359
"Empleado (019)",508,4,207,228,66,3
"Obrero (020)",426,6,141,128,124,27
"Trabajador independiente (021)",1778,8,536,574,454,206
"Empleador o patrono (022)",24,,10,9,2,3
"Trabajador familiar no remunerado (023)",2214,102,887,630,481,114
"Trabajador del hogar (024)",64,6,36,16,6,
"Desocupado (026)",257,9,161,59,22,6
,,,,,,
"URBANA (027)",5534,88,1693,2152,1267,334
"Empleado (028)",982,3,305,471,188,15
"Obrero (029)",687,7,254,242,157,27
"Trabajador independiente (030)",2443,14,584,986,642,217
"Empleador o patrono (031)",57,,13,15,20,9
"Trabajador familiar no remunerado (032)",732,52,254,230,159,37
"Trabajador del hogar (033)",50,6,30,10,4,
"Desocupado (035)",583,6,253,198,97,29
"Hombres (036)",3539,55,1041,1385,838,220
"Empleado (037)",575,2,154,279,127,13
"Obrero (038)",522,2,198,193,114,15
"Trabajador independiente (039)",1603,9,353,660,438,143
"Empleador o patrono (040)",43,,9,8,18,8
"Trabajador familiar no remunerado (041)",339,35,145,88,57,14
"Trabajador del hogar (042)",8,1,6,,1,
"Desocupado (044)",449,6,176,157,83,27
"Mujeres (045)",1995,33,652,767,429,114
"Empleado (046)",407,1,151,192,61,2
"Obrero (047)",165,5,56,49,43,12
"Trabajador independiente (048)",840,5,231,326,204,74
"Empleador o patrono (049)",14,,4,7,2,1
"Trabajador familiar no remunerado (050)",393,17,109,142,102,23
"Trabajador del hogar (051)",42,5,24,10,3,
"Desocupado (053)",134,,77,41,14,2
,,,,,,
"RURAL (054)",11057,198,4173,3374,2532,780
"Empleado (055)",320,3,142,133,40,2
"Obrero (056)",951,3,354,307,244,43
"Trabajador independiente (057)",5206,10,1584,1674,1418,520
"Empleador o patrono (058)",54,,21,13,12,8
"Trabajador familiar no remunerado (059)",3900,163,1740,1083,734,180
"Trabajador del hogar (060)",28,1,15,8,3,1
"Desocupado (062)",598,18,317,156,81,26
"Hombres (063)",7781,96,2847,2497,1806,535
"Empleado (064)",219,,86,97,35,1
"Obrero (065)",690,2,269,228,163,28
"Trabajador independiente (066)",4268,7,1279,1426,1168,388
"Empleador o patrono (067)",44,,15,11,12,6
"Trabajador familiar no remunerado (068)",2079,78,962,595,355,89
"Trabajador del hogar (069)",6,,3,2,,1
"Desocupado (071)",475,9,233,138,73,22
"Mujeres (072)",3276,102,1326,877,726,245
"Empleado (073)",101,3,56,36,5,1
"Obrero (074)",261,1,85,79,81,15
"Trabajador independiente (075)",938,3,305,248,250,132
"Empleador o patrono (076)",10,,6,2,,2
"Trabajador familiar no remunerado (077)",1821,85,778,488,379,91
"Trabajador del hogar (078)",22,1,12,6,3,
"Desocupado (080)",123,9,84,18,8,4
