"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASTROVIRREYNA (000)",18352,6016,2530,340,9502
"Quechua (001)",4093,654,534,56,2861
"Aymara (002)",14,2,2,2,9
"Asháninka (003)",1,1,,,
"Otra lengua nativa (004)",3,,1,,2
"Castellano (005)",14168,5341,1989,282,6579
"Es Sordomudo/a (007)",73,18,4,,51
"Hombres (009)",9605,2923,1677,270,4763
"Quechua (010)",1964,254,404,50,1267
"Aymara (011)",6,1,2,2,2
"Otra lengua nativa (013)",2,,1,,1
"Castellano (014)",7589,2656,1267,218,3464
"Es Sordomudo/a (016)",44,12,3,,29
"Mujeres (018)",8747,3093,853,70,4739
"Quechua (019)",2129,400,130,6,1594
"Aymara (020)",8,1,,,7
"Asháninka (021)",1,1,,,
"Otra lengua nativa (022)",1,,,,1
"Castellano (023)",6579,2685,722,64,3115
"Es Sordomudo/a (025)",29,6,1,,22
,,,,,
"URBANA (027)",5834,1431,1704,225,2498
"Quechua (028)",801,80,318,36,377
"Aymara (029)",10,1,1,1,7
"Castellano (032)",5017,1347,1384,188,2112
"Es Sordomudo/a (034)",6,3,1,,2
"Hombres (036)",3174,657,1116,179,1240
"Quechua (037)",487,27,272,34,163
"Aymara (038)",3,,1,1,1
"Castellano (041)",2681,629,842,144,1075
"Es Sordomudo/a (043)",3,1,1,,1
"Mujeres (045)",2660,774,588,46,1258
"Quechua (046)",314,53,46,2,214
"Aymara (047)",7,1,,,6
"Castellano (050)",2336,718,542,44,1037
"Es Sordomudo/a (052)",3,2,,,1
,,,,,
"RURAL (054)",12518,4585,826,115,7004
"Quechua (055)",3292,574,216,20,2484
"Aymara (056)",4,1,1,1,2
"Asháninka (057)",1,1,,,
"Otra lengua nativa (058)",3,,1,,2
"Castellano (059)",9151,3994,605,94,4467
"Es Sordomudo/a (061)",67,15,3,,49
"Hombres (063)",6431,2266,561,91,3523
"Quechua (064)",1477,227,132,16,1104
"Aymara (065)",3,1,1,1,1
"Otra lengua nativa (067)",2,,1,,1
"Castellano (068)",4908,2027,425,74,2389
"Es Sordomudo/a (070)",41,11,2,,28
"Mujeres (072)",6087,2319,265,24,3481
"Quechua (073)",1815,347,84,4,1380
"Aymara (074)",1,,,,1
"Asháninka (075)",1,1,,,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",4243,1967,180,20,2078
"Es Sordomudo/a (079)",26,4,1,,21
