"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ACOBAMBA (000)",22185,21206,7264,2263,2139,1895,3128,2356,1289,872,979,61959
"De 12 a 14 años (001)",2641,2626,2619,6,1,,,,,,15,8
"De 15 a 19 años (002)",3495,3415,2987,365,47,10,6,,,,80,513
"De 20 a 24 años (003)",2814,2452,879,811,527,179,46,10,,,362,2663
"De 25 a 29 años (004)",2219,1953,204,427,547,428,318,25,4,,266,4366
"De 30 a 34 años (005)",1897,1803,117,197,359,370,545,181,31,3,94,5882
"De 35 a 39 años (006)",1821,1770,70,117,189,283,573,394,125,19,51,7649
"De 40 a 44 años (007)",1479,1460,46,58,105,163,408,399,200,81,19,7710
"De 45 a 49 años (008)",1358,1344,40,49,106,103,322,333,248,143,14,7872
"De 50 y más años (009)",4461,4383,302,233,258,359,910,1014,681,626,78,25296
"PEA (010)",5217,4876,952,707,650,550,873,597,320,227,341,16611
"De 12 a 14 años (011)",81,81,79,1,1,,,,,,,3
"De 15 a 19 años (012)",533,508,411,83,9,3,2,,,,25,118
"De 20 a 24 años (013)",760,638,215,229,135,48,8,3,,,122,697
"De 25 a 29 años (014)",685,574,81,146,163,103,76,4,1,,111,1134
"De 30 a 34 años (015)",608,562,48,88,122,102,155,41,6,,46,1639
"De 35 a 39 años (016)",585,565,31,53,84,99,155,114,26,3,20,2177
"De 40 a 44 años (017)",451,445,12,29,39,62,113,109,59,22,6,2226
"De 45 a 49 años (018)",415,412,15,18,40,37,114,84,60,44,3,2259
"De 50 y más años (019)",1099,1091,60,60,57,96,250,242,168,158,8,6358
"Ocupada (020)",4962,4663,846,675,635,537,850,583,315,222,299,16222
"De 12 a 14 años (021)",74,74,72,1,1,,,,,,,3
