"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia HUARMEY",,,,,,,,,
"Viviendas particulares (001)",6602,4331,451,207,156,732,421,219,85
"Ocupantes presentes (002)",27279,18688,1771,727,493,3074,1483,776,267
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6340,4225,423,190,155,691,363,209,84
"Ocupantes presentes (005)",26268,18277,1677,658,487,2901,1264,738,266
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",13,9,4,,,,,,
"Ocupantes presentes (008)",58,43,15,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",67,55,11,,,,,1,
"Ocupantes presentes (011)",212,178,29,,,,,5,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",46,22,5,,,18,,1,
"Ocupantes presentes (014)",175,104,13,,,57,,1,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",92,,,9,,21,58,4,
"Ocupantes presentes (017)",382,,,49,,105,219,9,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",37,16,8,6,,2,,4,1
"Ocupantes presentes (020)",157,70,37,15,,11,,23,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,4,,2,1,,,,
"Ocupantes presentes (023)",27,16,,5,6,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4818,3816,286,117,76,303,8,162,50
"Ocupantes presentes (029)",20609,16719,1081,437,237,1350,30,594,161
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4649,3710,258,110,75,283,8,156,49
"Ocupantes presentes (032)",19981,16308,987,418,231,1282,30,565,160
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",13,9,4,,,,,,
"Ocupantes presentes (035)",58,43,15,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",67,55,11,,,,,1,
"Ocupantes presentes (038)",212,178,29,,,,,5,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",46,22,5,,,18,,1,
"Ocupantes presentes (041)",175,104,13,,,57,,1,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",37,16,8,6,,2,,4,1
"Ocupantes presentes (047)",157,70,37,15,,11,,23,1
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,4,,1,1,,,,
"Ocupantes presentes (050)",26,16,,4,6,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1784,515,165,90,80,429,413,57,35
"Ocupantes presentes (056)",6670,1969,690,290,256,1724,1453,182,106
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",1691,515,165,80,80,408,355,53,35
"Ocupantes presentes (059)",6287,1969,690,240,256,1619,1234,173,106
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",92,,,9,,21,58,4,
"Ocupantes presentes (071)",382,,,49,,105,219,9,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",1,,,1,,,,,
"Otro tipo",,,,,,,,,
