"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia DOS DE MAYO (000)",47008,22312,2969,356,21415
"Menos de 1 año (001)",935,788,39,5,103
"De 1 a 14 años (002)",18377,14953,948,79,2422
"De 15 a 29 años (003)",11555,3595,461,111,7398
"De 30 a 44 años (004)",7389,1520,778,70,5025
"De 45 a 64 años (005)",5845,1018,571,62,4199
"De 65 y mas años (006)",2907,438,172,29,2268
"Hombres (008)",23313,10660,1482,226,10972
"Menos de 1 año (009)",469,399,23,4,43
"De 1 a 14 años (010)",9343,7610,494,38,1214
"De 15 a 29 años (011)",5735,1531,223,81,3908
"De 30 a 44 años (012)",3521,506,341,47,2629
"De 45 a 64 años (013)",2876,423,306,37,2114
"De 65 y mas años (014)",1369,191,95,19,1064
"Mujeres (016)",23695,11652,1487,130,10443
"Menos de 1 año (017)",466,389,16,1,60
"De 1 a 14 años (018)",9034,7343,454,41,1208
"De 15 a 29 años (019)",5820,2064,238,30,3490
"De 30 a 44 años (020)",3868,1014,437,23,2396
"De 45 a 64 años (021)",2969,595,265,25,2085
"De 65 y mas años (022)",1538,247,77,10,1204
,,,,,
"URBANA (024)",16433,6269,2446,264,7471
"Menos de 1 año (025)",306,228,33,4,41
"De 1 a 14 años (026)",5896,4140,811,64,890
"De 15 a 29 años (027)",4205,1064,336,88,2723
"De 30 a 44 años (028)",2942,429,667,49,1798
"De 45 a 64 años (029)",2067,254,461,43,1310
"De 65 y mas años (030)",1017,154,138,16,709
"Hombres (032)",8088,2962,1216,170,3752
"Menos de 1 año (033)",149,104,20,4,21
"De 1 a 14 años (034)",3009,2108,418,31,457
"De 15 a 29 años (035)",2069,450,160,65,1399
"De 30 a 44 años (036)",1377,130,292,32,924
"De 45 a 64 años (037)",1035,104,247,28,657
"De 65 y mas años (038)",449,66,79,10,294
"Mujeres (040)",8345,3307,1230,94,3719
"Menos de 1 año (041)",157,124,13,,20
"De 1 a 14 años (042)",2887,2032,393,33,433
"De 15 a 29 años (043)",2136,614,176,23,1324
"De 30 a 44 años (044)",1565,299,375,17,874
"De 45 a 64 años (045)",1032,150,214,15,653
"De 65 y mas años (046)",568,88,59,6,415
,,,,,
"RURAL (048)",30575,16043,523,92,13944
"Menos de 1 año (049)",629,560,6,1,62
"De 1 a 14 años (050)",12481,10813,137,15,1532
"De 15 a 29 años (051)",7350,2531,125,23,4675
"De 30 a 44 años (052)",4447,1091,111,21,3227
"De 45 a 64 años (053)",3778,764,110,19,2889
"De 65 y mas años (054)",1890,284,34,13,1559
"Hombres (056)",15225,7698,266,56,7220
"Menos de 1 año (057)",320,295,3,,22
"De 1 a 14 años (058)",6334,5502,76,7,757
"De 15 a 29 años (059)",3666,1081,63,16,2509
"De 30 a 44 años (060)",2144,376,49,15,1705
"De 45 a 64 años (061)",1841,319,59,9,1457
"De 65 y mas años (062)",920,125,16,9,770
"Mujeres (064)",15350,8345,257,36,6724
"Menos de 1 año (065)",309,265,3,1,40
"De 1 a 14 años (066)",6147,5311,61,8,775
"De 15 a 29 años (067)",3684,1450,62,7,2166
"De 30 a 44 años (068)",2303,715,62,6,1522
"De 45 a 64 años (069)",1937,445,51,10,1432
"De 65 y mas años (070)",970,159,18,4,789
