"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCAVELICA (000)",99359,16499,13351,2647,67041
"Conviviente (001)",15546,1267,2363,447,11493
"Separado(a) (002)",2685,201,323,51,2112
"Casado(a) (003)",35638,2714,5802,864,26351
"Viudo(a) (004)",5798,364,616,74,4746
"Divorciado(a) (005)",380,20,61,13,286
"Soltero(a) (006)",39312,11933,4186,1198,22053
"Hombres (008)",47733,7503,6701,1635,32005
"Conviviente (009)",7499,368,1205,302,5640
"Separado(a) (010)",513,25,98,32,358
"Casado(a) (011)",17661,963,3050,580,13136
"Viudo(a) (012)",1445,88,170,25,1162
"Divorciado(a) (013)",150,5,28,8,109
"Soltero(a) (014)",20465,6054,2150,688,11600
"Mujeres (016)",51626,8996,6650,1012,35036
"Conviviente (017)",8047,899,1158,145,5853
"Separado(a) (018)",2172,176,225,19,1754
"Casado(a) (019)",17977,1751,2752,284,13215
"Viudo(a) (020)",4353,276,446,49,3584
"Divorciado(a) (021)",230,15,33,5,177
"Soltero(a) (022)",18847,5879,2036,510,10453
,,,,,
"URBANA (024)",44567,4095,11566,2285,26762
"Conviviente (025)",8888,568,2180,379,5781
"Separado(a) (026)",1534,86,301,43,1106
"Casado(a) (027)",12580,584,4765,697,6615
"Viudo(a) (028)",2191,101,524,58,1510
"Divorciado(a) (029)",209,11,56,12,130
"Soltero(a) (030)",19165,2745,3740,1096,11620
"Hombres (032)",21374,1854,5667,1404,12536
"Conviviente (033)",4298,171,1096,258,2787
"Separado(a) (034)",309,8,84,27,190
"Casado(a) (035)",6223,223,2455,475,3129
"Viudo(a) (036)",460,32,132,18,278
"Divorciado(a) (037)",87,4,24,8,51
"Soltero(a) (038)",9997,1416,1876,618,6101
"Mujeres (040)",23193,2241,5899,881,14226
"Conviviente (041)",4590,397,1084,121,2994
"Separado(a) (042)",1225,78,217,16,916
"Casado(a) (043)",6357,361,2310,222,3486
"Viudo(a) (044)",1731,69,392,40,1232
"Divorciado(a) (045)",122,7,32,4,79
"Soltero(a) (046)",9168,1329,1864,478,5519
,,,,,
"RURAL (048)",54792,12404,1785,362,40279
"Conviviente (049)",6658,699,183,68,5712
"Separado(a) (050)",1151,115,22,8,1006
"Casado(a) (051)",23058,2130,1037,167,19736
"Viudo(a) (052)",3607,263,92,16,3236
"Divorciado(a) (053)",171,9,5,1,156
"Soltero(a) (054)",20147,9188,446,102,10433
"Hombres (056)",26359,5649,1034,231,19469
"Conviviente (057)",3201,197,109,44,2853
"Separado(a) (058)",204,17,14,5,168
"Casado(a) (059)",11438,740,595,105,10007
"Viudo(a) (060)",985,56,38,7,884
"Divorciado(a) (061)",63,1,4,,58
"Soltero(a) (062)",10468,4638,274,70,5499
"Mujeres (064)",28433,6755,751,131,20810
"Conviviente (065)",3457,502,74,24,2859
"Separado(a) (066)",947,98,8,3,838
"Casado(a) (067)",11620,1390,442,62,9729
"Viudo(a) (068)",2622,207,54,9,2352
"Divorciado(a) (069)",108,8,1,1,98
"Soltero(a) (070)",9679,4550,172,32,4934
