"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia FERREÑAFE (000)",2111,513,1598
"De 14 a 29 años (001)",1076,414,662
"De 30 a 44 años (002)",583,81,502
"De 45 a 64 años (003)",376,18,358
"De 65 y más años (004)",76,,76
"Hombres (005)",1610,327,1283
"De 14 a 29 años (006)",744,256,488
"De 30 a 44 años (007)",449,57,392
"De 45 a 64 años (008)",343,14,329
"De 65 y más años (009)",74,,74
"Mujeres (010)",501,186,315
"De 14 a 29 años (011)",332,158,174
"De 30 a 44 años (012)",134,24,110
"De 45 a 64 años (013)",33,4,29
"De 65 y más años (014)",2,,2
,,,
"AREA URBANA (015)",1450,338,1112
"De 14 a 29 años (016)",758,293,465
"De 30 a 44 años (017)",380,34,346
"De 45 a 64 años (018)",264,11,253
"De 65 y más años (019)",48,,48
"Hombres (020)",1036,200,836
"De 14 a 29 años (021)",495,179,316
"De 30 a 44 años (022)",263,14,249
"De 45 a 64 años (023)",232,7,225
"De 65 y más años (024)",46,,46
"Mujeres (025)",414,138,276
"De 14 a 29 años (026)",263,114,149
"De 30 a 44 años (027)",117,20,97
"De 45 a 64 años (028)",32,4,28
"De 65 y más años (029)",2,,2
,,,
"AREA RURAL (030)",661,175,486
"De 14 a 29 años (031)",318,121,197
"De 30 a 44 años (032)",203,47,156
"De 45 a 64 años (033)",112,7,105
"De 65 y más años (034)",28,,28
"Hombres (035)",574,127,447
"De 14 a 29 años (036)",249,77,172
"De 30 a 44 años (037)",186,43,143
"De 45 a 64 años (038)",111,7,104
"De 65 y más años (039)",28,,28
"Mujeres (040)",87,48,39
"De 14 a 29 años (041)",69,44,25
"De 30 a 44 años (042)",17,4,13
"De 45 a 64 años (043)",1,,1
