"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CHINCHEROS (000)",12894,88,286,677,1260,2517,5040,3026
"De 12 a 14 años (001)",20,,,,,,,20
"De 15 a 19 años (002)",360,,,,,,230,130
"De 20 a 24 años (003)",1276,,,,,1,842,433
"De 25 a 29 años (004)",1459,,,,,56,1047,356
"De 30 a 34 años (005)",1518,,,,,203,1022,293
"De 35 a 39 años (006)",1501,,,,8,412,892,189
"De 40 a 44 años (007)",1267,,,1,31,470,604,161
"De 45 a 49 años (008)",1084,,,,94,514,329,147
"De 50 y más años (009)",4409,88,286,676,1127,861,74,1297
"PEA (010)",2119,2,10,51,162,499,842,553
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",29,,,,,,15,14
"De 20 a 24 años (013)",181,,,,,,105,76
"De 25 a 29 años (014)",296,,,,,16,174,106
"De 30 a 34 años (015)",366,,,,,49,220,97
"De 35 a 39 años (016)",310,,,,2,87,169,52
"De 40 a 44 años (017)",260,,,1,8,114,98,39
"De 45 a 49 años (018)",226,,,,21,118,53,34
"De 50 y más años (019)",449,2,10,50,131,115,8,133
"Ocupada (020)",2073,2,10,51,160,496,823,531
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",27,,,,,,15,12
"De 20 a 24 años (023)",166,,,,,,98,68
"De 25 a 29 años (024)",287,,,,,16,172,99
"De 30 a 34 años (025)",357,,,,,49,214,94
"De 35 a 39 años (026)",305,,,,2,86,167,50
"De 40 a 44 años (027)",256,,,1,7,112,97,39
"De 45 a 49 años (028)",225,,,,21,118,52,34
"De 50 y más años (029)",448,2,10,50,130,115,8,133
"Desocupada (030)",46,,,,2,3,19,22
"De 15 a 19 años (032)",2,,,,,,,2
"De 20 a 24 años (033)",15,,,,,,7,8
"De 25 a 29 años (034)",9,,,,,,2,7
"De 30 a 34 años (035)",9,,,,,,6,3
"De 35 a 39 años (036)",5,,,,,1,2,2
"De 40 a 44 años (037)",4,,,,1,2,1,
"De 45 a 49 años (038)",1,,,,,,1,
"De 50 y más años (039)",1,,,,1,,,
"No PEA (040)",10775,86,276,626,1098,2018,4198,2473
"De 12 a 14 años (041)",18,,,,,,,18
"De 15 a 19 años (042)",331,,,,,,215,116
"De 20 a 24 años (043)",1095,,,,,1,737,357
"De 25 a 29 años (044)",1163,,,,,40,873,250
"De 30 a 34 años (045)",1152,,,,,154,802,196
"De 35 a 39 años (046)",1191,,,,6,325,723,137
"De 40 a 44 años (047)",1007,,,,23,356,506,122
"De 45 a 49 años (048)",858,,,,73,396,276,113
