"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CHURCAMPA",,,,
"Viviendas particulares (001)",2650,1311,1025,314
"Ocupantes presentes (002)",10440,5190,4019,1231
"Casa independiente",,,,
"Viviendas particulares (004)",2464,1294,864,306
"Ocupantes presentes (005)",9924,5146,3584,1194
"Departamento en edificio",,,,
"Viviendas particulares (007)",5,,5,
"Ocupantes presentes (008)",17,,17,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",14,4,10,
"Ocupantes presentes (011)",51,9,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",156,12,144,
"Ocupantes presentes (014)",405,34,371,
"Choza o cabaña",,,,
"Viviendas particulares (016)",6,,,6
"Ocupantes presentes (017)",32,,,32
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",3,1,2,
"Ocupantes presentes (023)",6,1,5,
"Otro tipo",,,,
"Viviendas particulares (025)",2,,,2
"Ocupantes presentes (026)",5,,,5
Si,,,,
"Viviendas particulares (028)",2398,1182,928,288
"Ocupantes presentes (029)",9428,4693,3615,1120
"Casa independiente",,,,
"Viviendas particulares (031)",2217,1166,768,283
"Ocupantes presentes (032)",8925,4650,3183,1092
"Departamento en edificio",,,,
"Viviendas particulares (034)",5,,5,
"Ocupantes presentes (035)",17,,17,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",14,4,10,
"Ocupantes presentes (038)",51,9,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",154,11,143,
"Ocupantes presentes (041)",401,33,368,
"Choza o cabaña",,,,
"Viviendas particulares (043)",5,,,5
"Ocupantes presentes (044)",28,,,28
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",3,1,2,
"Ocupantes presentes (050)",6,1,5,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",252,129,97,26
"Ocupantes presentes (056)",1012,497,404,111
"Casa independiente",,,,
"Viviendas particulares (058)",247,128,96,23
"Ocupantes presentes (059)",999,496,401,102
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",2,1,1,
"Ocupantes presentes (068)",4,1,3,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",4,,,4
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"Viviendas particulares (079)",2,,,2
"Ocupantes presentes (080)",5,,,5
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1274,704,523,47
"Ocupantes presentes (110)",4573,2647,1767,159
"Casa independiente",,,,
"Viviendas particulares (112)",1096,687,362,47
"Ocupantes presentes (113)",4094,2603,1332,159
"Departamento en edificio",,,,
"Viviendas particulares (115)",5,,5,
"Ocupantes presentes (116)",17,,17,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",14,4,10,
"Ocupantes presentes (119)",51,9,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",156,12,144,
"Ocupantes presentes (122)",405,34,371,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,1,2,
"Ocupantes presentes (131)",6,1,5,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1222,675,504,43
"Ocupantes presentes (137)",4350,2530,1674,146
"Casa independiente",,,,
"Viviendas particulares (139)",1046,659,344,43
"Ocupantes presentes (140)",3875,2487,1242,146
"Departamento en edificio",,,,
"Viviendas particulares (142)",5,,5,
"Ocupantes presentes (143)",17,,17,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",14,4,10,
"Ocupantes presentes (146)",51,9,42,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",154,11,143,
"Ocupantes presentes (149)",401,33,368,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,1,2,
"Ocupantes presentes (158)",6,1,5,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",52,29,19,4
"Ocupantes presentes (164)",223,117,93,13
"Casa independiente",,,,
"Viviendas particulares (166)",50,28,18,4
"Ocupantes presentes (167)",219,116,90,13
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",2,1,1,
"Ocupantes presentes (176)",4,1,3,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1376,607,502,267
"Ocupantes presentes (218)",5867,2543,2252,1072
"Casa independiente",,,,
"Viviendas particulares (220)",1368,607,502,259
"Ocupantes presentes (221)",5830,2543,2252,1035
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",6,,,6
"Ocupantes presentes (233)",32,,,32
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"Viviendas particulares (241)",2,,,2
"Ocupantes presentes (242)",5,,,5
Si,,,,
"Viviendas particulares (244)",1176,507,424,245
"Ocupantes presentes (245)",5078,2163,1941,974
"Casa independiente",,,,
"Viviendas particulares (247)",1171,507,424,240
"Ocupantes presentes (248)",5050,2163,1941,946
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",5,,,5
"Ocupantes presentes (260)",28,,,28
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",200,100,78,22
"Ocupantes presentes (272)",789,380,311,98
"Casa independiente",,,,
"Viviendas particulares (274)",197,100,78,19
"Ocupantes presentes (275)",780,380,311,89
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",4,,,4
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"Viviendas particulares (295)",2,,,2
"Ocupantes presentes (296)",5,,,5
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
