"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SAN IGNACIO (000)",40477,39234,11629,4667,4245,3626,5418,4016,2902,2731,1243,129574
"De 12 a 14 años (001)",5069,5019,4987,31,1,,,,,,50,33
"De 15 a 19 años (002)",5933,5741,4542,987,180,23,9,,,,192,1452
"De 20 a 24 años (003)",4926,4530,1107,1672,1142,432,169,8,,,396,6007
"De 25 a 29 años (004)",4837,4549,366,971,1247,1041,800,116,8,,288,10831
"De 30 a 34 años (005)",3841,3722,161,410,717,772,1187,389,74,12,119,12597
"De 35 a 39 años (006)",3571,3512,101,211,387,576,1117,778,276,66,59,15659
"De 40 a 44 años (007)",2918,2882,74,92,216,298,749,743,470,240,36,16122
"De 45 a 49 años (008)",2471,2451,62,90,127,180,501,605,488,398,20,15717
"De 50 y más años (009)",6911,6828,229,203,228,304,886,1377,1586,2015,83,51156
"PEA (010)",8812,8344,1751,1221,1128,933,1276,905,609,521,468,28759
"De 12 a 14 años (011)",242,238,234,4,,,,,,,4,4
"De 15 a 19 años (012)",942,915,696,177,35,7,,,,,27,268
"De 20 a 24 años (013)",1212,1055,372,360,220,68,31,4,,,157,1162
"De 25 a 29 años (014)",1318,1167,197,299,282,211,151,25,2,,151,2325
"De 30 a 34 años (015)",1031,970,80,160,219,165,247,79,19,1,61,2843
"De 35 a 39 años (016)",1031,1004,40,83,159,190,276,183,61,12,27,3981
"De 40 a 44 años (017)",852,839,28,49,104,116,219,173,112,38,13,4052
"De 45 a 49 años (018)",708,699,28,35,50,86,142,137,123,98,9,4063
"De 50 y más años (019)",1476,1457,76,54,59,90,210,304,292,372,19,10061
"Ocupada (020)",8615,8169,1648,1199,1120,925,1259,898,604,516,446,28476
"De 12 a 14 años (021)",227,223,219,4,,,,,,,4,4
