"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia JULCAN",,,,,,,,
"Viviendas particulares (001)",8163,7870,273,1,,14,2,3
"Ocupantes presentes (002)",32928,31954,896,2,,44,16,16
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8060,7770,270,1,,14,2,3
"Ocupantes presentes (005)",32552,31590,884,2,,44,16,16
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",7,7,,,,,,
"Ocupantes presentes (014)",20,20,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",96,93,3,,,,,
"Ocupantes presentes (017)",356,344,12,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1356,1167,179,1,,9,,
"Ocupantes presentes (029)",4829,4208,594,2,,25,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1349,1160,179,1,,9,,
"Ocupantes presentes (032)",4809,4188,594,2,,25,,
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",7,7,,,,,,
"Ocupantes presentes (041)",20,20,,,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",6807,6703,94,,,5,2,3
"Ocupantes presentes (056)",28099,27746,302,,,19,16,16
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",6711,6610,91,,,5,2,3
"Ocupantes presentes (059)",27743,27402,290,,,19,16,16
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",96,93,3,,,,,
"Ocupantes presentes (071)",356,344,12,,,,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
