"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",208,12,95,56,35,10
"Sin nivel (001)",7,1,1,3,2,
"Educación inicial (002)",2,1,1,,,
"Primaria (003)",91,6,36,25,18,6
"Secundaria (004)",83,4,45,22,8,4
"Superior no univ. incompleta (005)",7,,5,2,,
"Superior no univ. completa (006)",12,,6,3,3,
"Superior univ. incompleta (007)",1,,,,1,
"Superior univ. completa (008)",5,,1,1,3,
"Hombres (010)",147,5,59,46,29,8
"Sin nivel (011)",3,1,,1,1,
"Primaria (013)",62,3,21,19,15,4
"Secundaria (014)",67,1,32,22,8,4
"Superior no univ. incompleta (015)",6,,4,2,,
"Superior no univ. completa (016)",6,,2,1,3,
"Superior univ. incompleta (017)",1,,,,1,
"Superior univ. completa (018)",2,,,1,1,
"Mujeres (020)",61,7,36,10,6,2
"Sin nivel (021)",4,,1,2,1,
"Educación inicial (022)",2,1,1,,,
"Primaria (023)",29,3,15,6,3,2
"Secundaria (024)",16,3,13,,,
"Superior no univ. incompleta (025)",1,,1,,,
"Superior no univ. completa (026)",6,,4,2,,
"Superior univ. completa (028)",3,,1,,2,
,,,,,,
"Area Urbana (030)",120,4,47,39,22,8
"Sin nivel (031)",3,,1,1,1,
"Educación inicial (032)",1,1,,,,
"Primaria (033)",40,1,9,17,8,5
"Secundaria (034)",57,2,27,18,7,3
"Superior no univ. incompleta (035)",4,,4,,,
"Superior no univ. completa (036)",11,,6,3,2,
"Superior univ. incompleta (037)",1,,,,1,
"Superior univ. completa (038)",3,,,,3,
"Hombres (040)",90,1,34,32,17,6
"Primaria (043)",28,1,5,13,6,3
"Secundaria (044)",51,,23,18,7,3
"Superior no univ. incompleta (045)",4,,4,,,
"Superior no univ. completa (046)",5,,2,1,2,
"Superior univ. incompleta (047)",1,,,,1,
"Superior univ. completa (048)",1,,,,1,
"Mujeres (050)",30,3,13,7,5,2
"Sin nivel (051)",3,,1,1,1,
"Educación inicial (052)",1,1,,,,
"Primaria (053)",12,,4,4,2,2
"Secundaria (054)",6,2,4,,,
"Superior no univ. completa (056)",6,,4,2,,
"Superior univ. completa (058)",2,,,,2,
,,,,,,
"Area Rural (060)",88,8,48,17,13,2
"Sin nivel (061)",4,1,,2,1,
"Educación inicial (062)",1,,1,,,
"Primaria (063)",51,5,27,8,10,1
"Secundaria (064)",26,2,18,4,1,1
"Superior no univ. incompleta (065)",3,,1,2,,
"Superior no univ. completa (066)",1,,,,1,
"Superior univ. completa (068)",2,,1,1,,
"Hombres (070)",57,4,25,14,12,2
"Sin nivel (071)",3,1,,1,1,
"Primaria (073)",34,2,16,6,9,1
"Secundaria (074)",16,1,9,4,1,1
"Superior no univ. incompleta (075)",2,,,2,,
"Superior no univ. completa (076)",1,,,,1,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",31,4,23,3,1,
"Sin nivel (081)",1,,,1,,
"Educación inicial (082)",1,,1,,,
"Primaria (083)",17,3,11,2,1,
"Secundaria (084)",10,1,9,,,
"Superior no univ. incompleta (085)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
