"CUADRO Nº 1: VIVIENDAS PARTICULARES, POR CONDICIÓN DE OCUPACIÓN DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA",TOTAL,"CONDICIÓN DE OCUPACIÓN",,,,,,,,
,,OCUPADA,,,,DESOCUPADA,,,,
,,TOTAL,"CON PERSONAS PRESENTES","CON PERSONAS AUSENTES","DE USO OCASIONAL",TOTAL,"EN ALQUILER O VENTA","EN CONSTRUCCIÓN O REPARACIÓN","ABANDONADA CERRADA","OTRA CAUSA"
,,,,,,,,,,
"Provincia ACOMAYO (000)",10119,9151,7409,688,1054,968,17,144,789,18
"Casa independiente (001)",9702,8781,7168,674,939,921,17,143,744,17
"Vivienda en quinta (003)",5,5,5,,,,,,,
"Vivienda en casa de vecindad (004)",20,17,16,1,,3,,1,1,1
"Choza o cabaña (005)",368,334,215,10,109,34,,,34,
"Vivienda improvisada (006)",20,10,1,3,6,10,,,10,
"Local no dest.para hab. humana (007)",4,4,4,,,,,,,
,,,,,,,,,,
"URBANA (009)",5303,4837,4021,373,443,466,5,70,379,12
"Casa independiente (010)",5254,4801,3995,369,437,453,5,69,368,11
"Vivienda en quinta (012)",5,5,5,,,,,,,
"Vivienda en casa de vecindad (013)",20,17,16,1,,3,,1,1,1
"Vivienda improvisada (015)",20,10,1,3,6,10,,,10,
"Local no dest.para hab. humana (016)",4,4,4,,,,,,,
,,,,,,,,,,
"RURAL (018)",4816,4314,3388,315,611,502,12,74,410,6
"Casa independiente (019)",4448,3980,3173,305,502,468,12,74,376,6
"Choza o cabaña (023)",368,334,215,10,109,34,,,34,
