"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TALARA (000)",3620,45,1806,957,729,83
"Sin nivel (001)",67,1,26,20,15,5
"Educación inicial (002)",2,,2,,,
"Primaria (003)",658,21,191,191,204,51
"Secundaria (004)",1610,23,871,389,312,15
"Superior no univ. incompleta (005)",295,,175,75,45,
"Superior no univ. completa (006)",511,,272,154,79,6
"Superior univ. incompleta (007)",179,,121,32,24,2
"Superior univ. completa (008)",298,,148,96,50,4
"Hombres (010)",2692,30,1261,703,621,77
"Sin nivel (011)",51,1,18,14,13,5
"Educación inicial (012)",2,,2,,,
"Primaria (013)",500,14,144,130,164,48
"Secundaria (014)",1272,15,643,312,289,13
"Superior no univ. incompleta (015)",205,,114,51,40,
"Superior no univ. completa (016)",336,,171,102,57,6
"Superior univ. incompleta (017)",119,,76,25,17,1
"Superior univ. completa (018)",207,,93,69,41,4
"Mujeres (020)",928,15,545,254,108,6
"Sin nivel (021)",16,,8,6,2,
"Primaria (023)",158,7,47,61,40,3
"Secundaria (024)",338,8,228,77,23,2
"Superior no univ. incompleta (025)",90,,61,24,5,
"Superior no univ. completa (026)",175,,101,52,22,
"Superior univ. incompleta (027)",60,,45,7,7,1
"Superior univ. completa (028)",91,,55,27,9,
,,,,,,
"Area Urbana (030)",3575,42,1781,948,724,80
"Sin nivel (031)",65,1,24,20,15,5
"Educación inicial (032)",2,,2,,,
"Primaria (033)",630,18,178,186,200,48
"Secundaria (034)",1598,23,862,387,311,15
"Superior no univ. incompleta (035)",295,,175,75,45,
"Superior no univ. completa (036)",509,,271,153,79,6
"Superior univ. incompleta (037)",179,,121,32,24,2
"Superior univ. completa (038)",297,,148,95,50,4
"Hombres (040)",2653,27,1240,696,616,74
"Sin nivel (041)",49,1,16,14,13,5
"Educación inicial (042)",2,,2,,,
"Primaria (043)",476,11,134,126,160,45
"Secundaria (044)",1261,15,635,310,288,13
"Superior no univ. incompleta (045)",205,,114,51,40,
"Superior no univ. completa (046)",335,,170,102,57,6
"Superior univ. incompleta (047)",119,,76,25,17,1
"Superior univ. completa (048)",206,,93,68,41,4
"Mujeres (050)",922,15,541,252,108,6
"Sin nivel (051)",16,,8,6,2,
"Primaria (053)",154,7,44,60,40,3
"Secundaria (054)",337,8,227,77,23,2
"Superior no univ. incompleta (055)",90,,61,24,5,
"Superior no univ. completa (056)",174,,101,51,22,
"Superior univ. incompleta (057)",60,,45,7,7,1
"Superior univ. completa (058)",91,,55,27,9,
,,,,,,
"Area Rural (060)",45,3,25,9,5,3
"Sin nivel (061)",2,,2,,,
"Primaria (063)",28,3,13,5,4,3
"Secundaria (064)",12,,9,2,1,
"Superior no univ. completa (066)",2,,1,1,,
"Superior univ. completa (068)",1,,,1,,
"Hombres (070)",39,3,21,7,5,3
"Sin nivel (071)",2,,2,,,
"Primaria (073)",24,3,10,4,4,3
"Secundaria (074)",11,,8,2,1,
"Superior no univ. completa (076)",1,,1,,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",6,,4,2,,
"Primaria (083)",4,,3,1,,
"Secundaria (084)",1,,1,,,
"Superior no univ. completa (086)",1,,,1,,
