"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHACHAPOYAS (000)",46805,12448,7866,1620,25022
"Sin Nivel (001)",5486,2356,520,70,2550
"Educación Inicial (002)",1329,740,260,32,298
"Primaria (003)",21004,6569,1954,440,12073
"Secundaria (004)",11059,2307,1784,493,6516
"Sup. no Univ. Incompleta (005)",1428,125,273,65,968
"Sup. no Univ. Completa (006)",3261,176,1705,271,1138
"Sup. Univ. Incompleta (007)",1297,102,258,78,865
"Sup. Univ. Completa (008)",1941,73,1112,171,614
"Hombres (010)",22957,5610,3624,958,12845
"Sin Nivel (011)",2175,1059,259,32,834
"Educación Inicial (012)",673,366,137,15,156
"Primaria (013)",10363,2994,854,209,6319
"Secundaria (014)",5868,1001,878,327,3690
"Sup. no Univ. Incompleta (015)",706,45,134,44,485
"Sup. no Univ. Completa (016)",1398,55,653,179,519
"Sup. Univ. Incompleta (017)",650,47,103,53,450
"Sup. Univ. Completa (018)",1124,43,606,99,392
"Mujeres (020)",23848,6838,4242,662,12177
"Sin Nivel (021)",3311,1297,261,38,1716
"Educación Inicial (022)",656,374,123,17,142
"Primaria (023)",10641,3575,1100,231,5754
"Secundaria (024)",5191,1306,906,166,2826
"Sup. no Univ. Incompleta (025)",722,80,139,21,483
"Sup. no Univ. Completa (026)",1863,121,1052,92,619
"Sup. Univ. Incompleta (027)",647,55,155,25,415
"Sup. Univ. Completa (028)",817,30,506,72,222
,,,,,
"URBANA (030)",32519,6959,7346,1514,16849
"Sin Nivel (031)",3018,1186,476,68,1298
"Educación Inicial (032)",887,398,245,32,213
"Primaria (033)",12181,3281,1757,386,6787
"Secundaria (034)",8924,1660,1677,460,5168
"Sup. no Univ. Incompleta (035)",1321,110,259,61,894
"Sup. no Univ. Completa (036)",3063,158,1611,262,1061
"Sup. Univ. Incompleta (037)",1246,97,245,76,834
"Sup. Univ. Completa (038)",1879,69,1076,169,594
"Hombres (040)",15587,3017,3361,878,8411
"Sin Nivel (041)",1236,560,243,30,412
"Educación Inicial (042)",448,192,130,15,112
"Primaria (043)",5652,1407,764,174,3320
"Secundaria (044)",4611,684,813,299,2843
"Sup. no Univ. Incompleta (045)",646,40,128,40,440
"Sup. no Univ. Completa (046)",1294,49,603,171,479
"Sup. Univ. Incompleta (047)",620,44,98,51,430
"Sup. Univ. Completa (048)",1080,41,582,98,375
"Mujeres (050)",16932,3942,3985,636,8438
"Sin Nivel (051)",1782,626,233,38,886
"Educación Inicial (052)",439,206,115,17,101
"Primaria (053)",6529,1874,993,212,3467
"Secundaria (054)",4313,976,864,161,2325
"Sup. no Univ. Incompleta (055)",675,70,131,21,454
"Sup. no Univ. Completa (056)",1769,109,1008,91,582
"Sup. Univ. Incompleta (057)",626,53,147,25,404
"Sup. Univ. Completa (058)",799,28,494,71,219
,,,,,
"RURAL (060)",14286,5489,520,106,8173
"Sin Nivel (061)",2468,1170,44,2,1252
"Educación Inicial (062)",442,342,15,,85
"Primaria (063)",8823,3288,197,54,5286
"Secundaria (064)",2135,647,107,33,1348
"Sup. no Univ. Incompleta (065)",107,15,14,4,74
"Sup. no Univ. Completa (066)",198,18,94,9,77
"Sup. Univ. Incompleta (067)",51,5,13,2,31
"Sup. Univ. Completa (068)",62,4,36,2,20
"Hombres (070)",7370,2593,263,80,4434
"Sin Nivel (071)",939,499,16,2,422
"Educación Inicial (072)",225,174,7,,44
"Primaria (073)",4711,1587,90,35,2999
"Secundaria (074)",1257,317,65,28,847
"Sup. no Univ. Incompleta (075)",60,5,6,4,45
"Sup. no Univ. Completa (076)",104,6,50,8,40
"Sup. Univ. Incompleta (077)",30,3,5,2,20
"Sup. Univ. Completa (078)",44,2,24,1,17
"Mujeres (080)",6916,2896,257,26,3739
"Sin Nivel (081)",1529,671,28,,830
"Educación Inicial (082)",217,168,8,,41
"Primaria (083)",4112,1701,107,19,2287
"Secundaria (084)",878,330,42,5,501
"Sup. no Univ. Incompleta (085)",47,10,8,,29
"Sup. no Univ. Completa (086)",94,12,44,1,37
"Sup. Univ. Incompleta (087)",21,2,8,,11
"Sup. Univ. Completa (088)",18,2,12,1,3
