"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTABAMBA (000)",4034,502,1194,1303,14,999,22
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",24,24,,,,,
"Profes., científicos e intelectuales (002)",323,295,,28,,,
"Técnicos de nivel medio y trab. asimilados (003)",62,47,,13,,2,
"Jefes y empleados de oficina (004)",74,74,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",243,7,8,182,1,45,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",877,,,869,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",220,,98,108,4,10,
"Obreros construc.,conf., papel, fab., instr. (008)",110,10,73,25,,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1984,22,996,33,,911,22
"Otra (010)",8,8,,,,,
"Ocupación no especificada (011)",109,15,19,45,1,29,
"Hombres (012)",2623,331,852,905,13,520,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",21,21,,,,,
"Profes., científicos e intelectuales (014)",189,176,,13,,,
"Técnicos de nivel medio y trab. asimilados (015)",47,35,,10,,2,
"Jefes y empleados de oficina (016)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",78,6,4,57,1,10,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",687,,,679,8,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",190,,90,94,4,2,
"Obreros construc.,conf., papel, fab., instr. (020)",103,10,69,22,,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1205,15,676,17,,495,2
"Otra (022)",8,8,,,,,
"Ocupación no especificada (023)",43,8,13,13,,9,
"Mujeres (024)",1411,171,342,398,1,479,20
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",134,119,,15,,,
"Técnicos de nivel medio y trab. asimilados (027)",15,12,,3,,,
"Jefes y empleados de oficina (028)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",165,1,4,125,,35,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",190,,,190,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",30,,8,14,,8,
"Obreros construc.,conf., papel, fab., instr. (032)",7,,4,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",779,7,320,16,,416,20
"Ocupación no especificada (035)",66,7,6,32,1,20,
,,,,,,,
"URBANA (036)",2593,450,896,723,8,497,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",23,23,,,,,
"Profes., científicos e intelectuales (038)",290,265,,25,,,
"Técnicos de nivel medio y trab. asimilados (039)",56,41,,13,,2,
"Jefes y empleados de oficina (040)",67,67,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",207,6,6,157,,38,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",357,,,352,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",132,,33,92,2,5,
"Obreros construc.,conf., papel, fab., instr. (044)",96,9,64,22,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",1274,22,780,25,,428,19
"Otra (046)",8,8,,,,,
"Ocupación no especificada (047)",83,9,13,37,1,23,
"Hombres (048)",1616,289,597,467,7,254,2
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,20,,,,,
"Profes., científicos e intelectuales (050)",167,154,,13,,,
"Técnicos de nivel medio y trab. asimilados (051)",41,29,,10,,2,
"Jefes y empleados de oficina (052)",45,45,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",63,5,2,46,,10,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",277,,,272,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",116,,29,83,2,2,
"Obreros construc.,conf., papel, fab., instr. (056)",89,9,60,19,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",760,15,498,13,,232,2
"Otra (058)",8,8,,,,,
"Ocupación no especificada (059)",30,4,8,11,,7,
"Mujeres (060)",977,161,299,256,1,243,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",123,111,,12,,,
"Técnicos de nivel medio y trab. asimilados (063)",15,12,,3,,,
"Jefes y empleados de oficina (064)",22,22,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",144,1,4,111,,28,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",80,,,80,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",16,,4,9,,3,
"Obreros construc.,conf., papel, fab., instr. (068)",7,,4,3,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",514,7,282,12,,196,17
"Ocupación no especificada (071)",53,5,5,26,1,16,
,,,,,,,
"RURAL (072)",1441,52,298,580,6,502,3
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",1,1,,,,,
"Profes., científicos e intelectuales (074)",33,30,,3,,,
"Técnicos de nivel medio y trab. asimilados (075)",6,6,,,,,
"Jefes y empleados de oficina (076)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",36,1,2,25,1,7,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",520,,,517,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",88,,65,16,2,5,
"Obreros construc.,conf., papel, fab., instr. (080)",14,1,9,3,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",710,,216,8,,483,3
"Ocupación no especificada (083)",26,6,6,8,,6,
"Hombres (084)",1007,42,255,438,6,266,
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",1,1,,,,,
"Profes., científicos e intelectuales (086)",22,22,,,,,
"Técnicos de nivel medio y trab. asimilados (087)",6,6,,,,,
"Jefes y empleados de oficina (088)",7,7,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",15,1,2,11,1,,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",410,,,407,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",74,,61,11,2,,
"Obreros construc.,conf., papel, fab., instr. (092)",14,1,9,3,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",445,,178,4,,263,
"Ocupación no especificada (095)",13,4,5,2,,2,
"Mujeres (096)",434,10,43,142,,236,3
"Profes., científicos e intelectuales (098)",11,8,,3,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",21,,,14,,7,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",110,,,110,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",14,,4,5,,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (105)",265,,38,4,,220,3
"Ocupación no especificada (107)",13,2,1,6,,4,
