"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUAROCHIRI",,,,,,
"Viviendas particulares (001)",18458,17858,486,91,19,4
"Ocupantes presentes (002)",69102,63478,4029,1168,320,107
"Casa independiente",,,,,,
"Viviendas particulares (004)",16749,16206,444,83,14,2
"Ocupantes presentes (005)",63469,58443,3690,1045,230,61
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",192,190,1,1,,
"Ocupantes presentes (008)",605,584,8,13,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",437,424,9,3,,1
"Ocupantes presentes (011)",1444,1321,62,39,,22
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",362,326,27,3,5,1
"Ocupantes presentes (014)",1522,1126,229,53,90,24
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",510,510,,,,
"Ocupantes presentes (017)",1377,1377,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",156,151,4,1,,
"Ocupantes presentes (020)",515,467,30,18,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",39,38,1,,,
"Ocupantes presentes (023)",128,118,10,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",13,13,,,,
"Ocupantes presentes (026)",42,42,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",12149,11623,425,80,17,4
"Ocupantes presentes (029)",47675,42675,3574,1027,292,107
"Casa independiente",,,,,,
"Viviendas particulares (031)",10972,10503,383,72,12,2
"Ocupantes presentes (032)",43493,39091,3235,904,202,61
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",192,190,1,1,,
"Ocupantes presentes (035)",605,584,8,13,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",437,424,9,3,,1
"Ocupantes presentes (038)",1444,1321,62,39,,22
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",362,326,27,3,5,1
"Ocupantes presentes (041)",1522,1126,229,53,90,24
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",156,151,4,1,,
"Ocupantes presentes (047)",515,467,30,18,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",26,25,1,,,
"Ocupantes presentes (050)",87,77,10,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",9,9,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",6309,6235,61,11,2,
"Ocupantes presentes (056)",21427,20803,455,141,28,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5777,5703,61,11,2,
"Ocupantes presentes (059)",19976,19352,455,141,28,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",510,510,,,,
"Ocupantes presentes (071)",1377,1377,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",13,13,,,,
"Ocupantes presentes (077)",41,41,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",9,9,,,,
"Ocupantes presentes (080)",33,33,,,,
