"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ANTA",,,,,,,,,
"Hogares (001)",13897,397,169,117,106,94,44,48,12922
"Ocupantes presentes (002)",54165,1293,537,401,412,427,216,314,50565
"Casa independiente",,,,,,,,,
"Hogares (004)",13453,387,158,109,102,89,44,48,12516
"Ocupantes presentes (005)",52585,1269,499,367,392,404,216,314,49124
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",3,,,,,,,,3
"Ocupantes presentes (011)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",19,2,,,,,,,17
"Ocupantes presentes (014)",78,8,,,,,,,70
"Choza o cabaña",,,,,,,,,
"Hogares (016)",410,8,11,8,4,5,,,374
"Ocupantes presentes (017)",1469,16,38,34,20,23,,,1338
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",8,,,,,,,,8
"Ocupantes presentes (023)",11,,,,,,,,11
"Otro tipo",,,,,,,,,
"Hogares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",12,,,,,,,,12
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",4939,229,87,68,68,60,25,30,4372
"Ocupantes presentes (029)",18847,749,275,225,247,269,121,202,16759
"Casa independiente",,,,,,,,,
"Hogares (031)",4912,227,87,68,68,60,25,30,4347
"Ocupantes presentes (032)",18747,741,275,225,247,269,121,202,16667
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",3,,,,,,,,3
"Ocupantes presentes (038)",10,,,,,,,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",19,2,,,,,,,17
"Ocupantes presentes (041)",78,8,,,,,,,70
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
"Hogares (052)",3,,,,,,,,3
"Ocupantes presentes (053)",10,,,,,,,,10
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",8958,168,82,49,38,34,19,18,8550
"Ocupantes presentes (056)",35318,544,262,176,165,158,95,112,33806
"Casa independiente",,,,,,,,,
"Hogares (058)",8541,160,71,41,34,29,19,18,8169
"Ocupantes presentes (059)",33838,528,224,142,145,135,95,112,32457
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",410,8,11,8,4,5,,,374
"Ocupantes presentes (071)",1469,16,38,34,20,23,,,1338
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",6,,,,,,,,6
"Ocupantes presentes (077)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
