"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",19706,3182,3339,3788,3377,2382,3638
"Conviviente (001)",3769,99,846,1389,841,324,270
"Separado(a) (002)",319,3,31,53,73,79,80
"Casado(a) (003)",7702,12,412,1453,1976,1631,2218
"Viudo(a) (004)",771,,4,10,45,71,641
"Divorciado(a) (005)",50,,,3,11,13,23
"Soltero(a) (006)",7095,3068,2046,880,431,264,406
"Hombres (008)",10481,1670,1831,2022,1809,1329,1820
"Conviviente (009)",1844,17,279,731,486,193,138
"Separado(a) (010)",129,2,3,16,30,41,37
"Casado(a) (011)",3857,7,100,613,971,903,1263
"Viudo(a) (012)",209,,2,4,16,23,164
"Divorciado(a) (013)",32,,,2,6,10,14
"Soltero(a) (014)",4410,1644,1447,656,300,159,204
"Mujeres (016)",9225,1512,1508,1766,1568,1053,1818
"Conviviente (017)",1925,82,567,658,355,131,132
"Separado(a) (018)",190,1,28,37,43,38,43
"Casado(a) (019)",3845,5,312,840,1005,728,955
"Viudo(a) (020)",562,,2,6,29,48,477
"Divorciado(a) (021)",18,,,1,5,3,9
"Soltero(a) (022)",2685,1424,599,224,131,105,202
,,,,,,,
"URBANA (024)",6702,1140,943,1166,1279,882,1292
"Conviviente (025)",1201,15,207,440,328,112,99
"Separado(a) (026)",126,,8,18,32,34,34
"Casado(a) (027)",2530,4,83,371,741,586,745
"Viudo(a) (028)",277,,,1,9,30,237
"Divorciado(a) (029)",26,,,1,7,6,12
"Soltero(a) (030)",2542,1121,645,335,162,114,165
"Hombres (032)",3378,579,471,577,637,490,624
"Conviviente (033)",576,3,54,220,182,69,48
"Separado(a) (034)",50,,,6,13,18,13
"Casado(a) (035)",1253,3,20,135,342,330,423
"Viudo(a) (036)",60,,,,1,9,50
"Divorciado(a) (037)",15,,,1,3,4,7
"Soltero(a) (038)",1424,573,397,215,96,60,83
"Mujeres (040)",3324,561,472,589,642,392,668
"Conviviente (041)",625,12,153,220,146,43,51
"Separado(a) (042)",76,,8,12,19,16,21
"Casado(a) (043)",1277,1,63,236,399,256,322
"Viudo(a) (044)",217,,,1,8,21,187
"Divorciado(a) (045)",11,,,,4,2,5
"Soltero(a) (046)",1118,548,248,120,66,54,82
,,,,,,,
"RURAL (048)",13004,2042,2396,2622,2098,1500,2346
"Conviviente (049)",2568,84,639,949,513,212,171
"Separado(a) (050)",193,3,23,35,41,45,46
"Casado(a) (051)",5172,8,329,1082,1235,1045,1473
"Viudo(a) (052)",494,,4,9,36,41,404
"Divorciado(a) (053)",24,,,2,4,7,11
"Soltero(a) (054)",4553,1947,1401,545,269,150,241
"Hombres (056)",7103,1091,1360,1445,1172,839,1196
"Conviviente (057)",1268,14,225,511,304,124,90
"Separado(a) (058)",79,2,3,10,17,23,24
"Casado(a) (059)",2604,4,80,478,629,573,840
"Viudo(a) (060)",149,,2,4,15,14,114
"Divorciado(a) (061)",17,,,1,3,6,7
"Soltero(a) (062)",2986,1071,1050,441,204,99,121
"Mujeres (064)",5901,951,1036,1177,926,661,1150
"Conviviente (065)",1300,70,414,438,209,88,81
"Separado(a) (066)",114,1,20,25,24,22,22
"Casado(a) (067)",2568,4,249,604,606,472,633
"Viudo(a) (068)",345,,2,5,21,27,290
"Divorciado(a) (069)",7,,,1,1,1,4
"Soltero(a) (070)",1567,876,351,104,65,51,120
