"CUADRO Nº 2: VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia YUNGAY (000)",17649,3791,13858
"Casa independiente (001)",17396,3735,13661
"Departamento en edificio (002)",10,10,
"Vivienda en quinta (003)",22,22,
"Vivienda en casa de vecindad (004)",15,15,
"Choza o cabaña (005)",195,,195
"Vivienda improvisada (006)",9,9,
"Local no dest.para hab. humana (007)",2,,2
