"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia PATAZ (000)",38398,28931,9467
"De 3 a 5 años (001)",6219,242,5977
"De 6 a 11 años (002)",12326,9818,2508
"De 12 a 16 años (003)",9777,9514,263
"De 17 a 24 años (004)",10076,9357,719
"Hombres (005)",20082,15393,4689
"De 3 a 5 años (006)",3188,118,3070
"De 6 a 11 años (007)",6236,4980,1256
"De 12 a 16 años (008)",5066,4958,108
"De 17 a 24 años (009)",5592,5337,255
"Mujeres (010)",18316,13538,4778
"De 3 a 5 años (011)",3031,124,2907
"De 6 a 11 años (012)",6090,4838,1252
"De 12 a 16 años (013)",4711,4556,155
"De 17 a 24 años (014)",4484,4020,464
,,,
"URBANA (015)",9634,8001,1633
"De 3 a 5 años (016)",1354,123,1231
"De 6 a 11 años (017)",2821,2543,278
"De 12 a 16 años (018)",2534,2496,38
"De 17 a 24 años (019)",2925,2839,86
"Hombres (020)",4982,4166,816
"De 3 a 5 años (021)",690,62,628
"De 6 a 11 años (022)",1386,1251,135
"De 12 a 16 años (023)",1309,1291,18
"De 17 a 24 años (024)",1597,1562,35
"Mujeres (025)",4652,3835,817
"De 3 a 5 años (026)",664,61,603
"De 6 a 11 años (027)",1435,1292,143
"De 12 a 16 años (028)",1225,1205,20
"De 17 a 24 años (029)",1328,1277,51
,,,
"RURAL (030)",28764,20930,7834
"De 3 a 5 años (031)",4865,119,4746
"De 6 a 11 años (032)",9505,7275,2230
"De 12 a 16 años (033)",7243,7018,225
"De 17 a 24 años (034)",7151,6518,633
"Hombres (035)",15100,11227,3873
"De 3 a 5 años (036)",2498,56,2442
"De 6 a 11 años (037)",4850,3729,1121
"De 12 a 16 años (038)",3757,3667,90
"De 17 a 24 años (039)",3995,3775,220
"Mujeres (040)",13664,9703,3961
"De 3 a 5 años (041)",2367,63,2304
"De 6 a 11 años (042)",4655,3546,1109
"De 12 a 16 años (043)",3486,3351,135
"De 17 a 24 años (044)",3156,2743,413
