"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PATAZ (000)",72021,4211,20682,13505,11180,8874,5480,3573,4516
"Quechua (001)",631,17,86,71,164,134,79,39,41
"Aymara (002)",25,,1,3,7,10,2,1,1
"Ashaninca (003)",5,,4,,1,,,,
"Otra lengua nativa (004)",55,1,16,11,4,14,4,2,3
"Castellano (005)",71042,4190,20555,13375,10966,8682,5358,3492,4424
"Es sordomudo/a (007)",263,3,20,45,38,34,37,39,47
"Hombres (009)",38322,2153,10578,7351,6378,5014,2922,1801,2125
"Quechua (010)",444,4,42,46,140,104,64,24,20
"Aymara (011)",23,,,3,7,10,2,1,
"Ashaninca (012)",1,,,,1,,,,
"Otra lengua nativa (013)",32,,8,8,,9,3,2,2
"Castellano (014)",37693,2148,10517,7269,6219,4870,2831,1757,2082
"Es sordomudo/a (016)",129,1,11,25,11,21,22,17,21
"Mujeres (018)",33699,2058,10104,6154,4802,3860,2558,1772,2391
"Quechua (019)",187,13,44,25,24,30,15,15,21
"Aymara (020)",2,,1,,,,,,1
"Ashaninca (021)",4,,4,,,,,,
"Otra lengua nativa (022)",23,1,8,3,4,5,1,,1
"Castellano (023)",33349,2042,10038,6106,4747,3812,2527,1735,2342
"Es sordomudo/a (025)",134,2,9,20,27,13,15,22,26
,,,,,,,,,
"URBANA (027)",19080,915,4829,3890,3478,2635,1516,808,1009
"Quechua (028)",81,1,5,13,25,19,12,5,1
"Aymara (029)",6,,,,1,4,,,1
"Otra lengua nativa (031)",49,1,15,10,3,12,4,2,2
"Castellano (032)",18911,912,4807,3861,3443,2597,1494,797,1000
"Es sordomudo/a (034)",33,1,2,6,6,3,6,4,5
"Hombres (036)",10112,472,2421,2089,1950,1493,808,418,461
"Quechua (037)",58,,3,6,19,14,11,5,
"Aymara (038)",5,,,,1,4,,,
"Otra lengua nativa (040)",28,,8,7,,7,3,2,1
"Castellano (041)",10009,472,2410,2072,1930,1467,790,410,458
"Es sordomudo/a (043)",12,,,4,,1,4,1,2
"Mujeres (045)",8968,443,2408,1801,1528,1142,708,390,548
"Quechua (046)",23,1,2,7,6,5,1,,1
"Aymara (047)",1,,,,,,,,1
"Otra lengua nativa (049)",21,1,7,3,3,5,1,,1
"Castellano (050)",8902,440,2397,1789,1513,1130,704,387,542
"Es sordomudo/a (052)",21,1,2,2,6,2,2,3,3
,,,,,,,,,
"RURAL (054)",52941,3296,15853,9615,7702,6239,3964,2765,3507
"Quechua (055)",550,16,81,58,139,115,67,34,40
"Aymara (056)",19,,1,3,6,6,2,1,
"Ashaninca (057)",5,,4,,1,,,,
"Otra lengua nativa (058)",6,,1,1,1,2,,,1
"Castellano (059)",52131,3278,15748,9514,7523,6085,3864,2695,3424
"Es sordomudo/a (061)",230,2,18,39,32,31,31,35,42
"Hombres (063)",28210,1681,8157,5262,4428,3521,2114,1383,1664
"Quechua (064)",386,4,39,40,121,90,53,19,20
"Aymara (065)",18,,,3,6,6,2,1,
"Ashaninca (066)",1,,,,1,,,,
"Otra lengua nativa (067)",4,,,1,,2,,,1
"Castellano (068)",27684,1676,8107,5197,4289,3403,2041,1347,1624
"Es sordomudo/a (070)",117,1,11,21,11,20,18,16,19
"Mujeres (072)",24731,1615,7696,4353,3274,2718,1850,1382,1843
"Quechua (073)",164,12,42,18,18,25,14,15,20
"Aymara (074)",1,,1,,,,,,
"Ashaninca (075)",4,,4,,,,,,
"Otra lengua nativa (076)",2,,1,,1,,,,
"Castellano (077)",24447,1602,7641,4317,3234,2682,1823,1348,1800
"Es sordomudo/a (079)",113,1,7,18,21,11,13,19,23
