"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAURICOCHA (000)",30321,9282,8381,6103,4486,2069
"Hombres (001)",15735,4844,4404,3212,2284,991
"Mujeres (002)",14586,4438,3977,2891,2202,1078
"PEA (003)",9831,250,2988,3464,2385,744
"Hombres (004)",7440,151,2222,2683,1820,564
"Mujeres (005)",2391,99,766,781,565,180
"Ocupada (006)",9358,234,2759,3317,2316,732
"Hombres (007)",7062,144,2055,2553,1757,553
"Mujeres (008)",2296,90,704,764,559,179
"Desocupada (009)",473,16,229,147,69,12
"Hombres (010)",378,7,167,130,63,11
"Mujeres (011)",95,9,62,17,6,1
"No PEA (012)",20490,9032,5393,2639,2101,1325
"Hombres (013)",8295,4693,2182,529,464,427
"Mujeres (014)",12195,4339,3211,2110,1637,898
,,,,,,
"URBANA (018)",6927,1989,1931,1376,1094,537
"Hombres (019)",3414,1023,970,668,509,244
"Mujeres (020)",3513,966,961,708,585,293
"PEA (021)",2301,67,649,840,580,165
"Hombres (022)",1497,37,410,541,390,119
"Mujeres (023)",804,30,239,299,190,46
"Ocupada (024)",2146,63,583,794,546,160
"Hombres (025)",1372,36,361,499,361,115
"Mujeres (026)",774,27,222,295,185,45
"Desocupada (027)",155,4,66,46,34,5
"Hombres (028)",125,1,49,42,29,4
"Mujeres (029)",30,3,17,4,5,1
"No PEA (030)",4626,1922,1282,536,514,372
"Hombres (031)",1917,986,560,127,119,125
"Mujeres (032)",2709,936,722,409,395,247
,,,,,,
"RURAL (036)",23394,7293,6450,4727,3392,1532
"Hombres (037)",12321,3821,3434,2544,1775,747
"Mujeres (038)",11073,3472,3016,2183,1617,785
"PEA (039)",7530,183,2339,2624,1805,579
"Hombres (040)",5943,114,1812,2142,1430,445
"Mujeres (041)",1587,69,527,482,375,134
"Ocupada (042)",7212,171,2176,2523,1770,572
"Hombres (043)",5690,108,1694,2054,1396,438
"Mujeres (044)",1522,63,482,469,374,134
"Desocupada (045)",318,12,163,101,35,7
"Hombres (046)",253,6,118,88,34,7
"Mujeres (047)",65,6,45,13,1,
"No PEA (048)",15864,7110,4111,2103,1587,953
"Hombres (049)",6378,3707,1622,402,345,302
"Mujeres (050)",9486,3403,2489,1701,1242,651
