"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia BOLIVAR",,,,,,,,,
"Hogares (001)",3834,73,39,19,23,11,3,12,3654
"Ocupantes presentes (002)",16570,239,131,73,95,55,14,77,15886
"Casa independiente",,,,,,,,,
"Hogares (004)",3634,73,39,17,22,11,3,12,3457
"Ocupantes presentes (005)",15700,239,131,65,91,55,14,77,15028
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",11,,,,,,,,11
"Ocupantes presentes (011)",50,,,,,,,,50
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",5,,,,,,,,5
"Ocupantes presentes (014)",5,,,,,,,,5
"Choza o cabaña",,,,,,,,,
"Hogares (016)",181,,,1,1,,,,179
"Ocupantes presentes (017)",802,,,3,4,,,,795
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,1,,,,,2
"Ocupantes presentes (023)",13,,,5,,,,,8
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",1420,40,24,10,14,9,2,5,1316
"Ocupantes presentes (029)",5674,143,80,32,56,44,8,24,5287
"Casa independiente",,,,,,,,,
"Hogares (031)",1402,40,24,10,14,9,2,5,1298
"Ocupantes presentes (032)",5611,143,80,32,56,44,8,24,5224
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",11,,,,,,,,11
"Ocupantes presentes (038)",50,,,,,,,,50
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",5,,,,,,,,5
"Ocupantes presentes (041)",5,,,,,,,,5
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2414,33,15,9,9,2,1,7,2338
"Ocupantes presentes (056)",10896,96,51,41,39,11,6,53,10599
"Casa independiente",,,,,,,,,
"Hogares (058)",2232,33,15,7,8,2,1,7,2159
"Ocupantes presentes (059)",10089,96,51,33,35,11,6,53,9804
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",181,,,1,1,,,,179
"Ocupantes presentes (071)",802,,,3,4,,,,795
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,1,,,,,
"Ocupantes presentes (077)",5,,,5,,,,,
"Otro tipo",,,,,,,,,
