"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LAURICOCHA",,,,
"Viviendas particulares (001)",2161,703,1147,311
"Ocupantes presentes (002)",8932,2968,4679,1285
"Casa independiente",,,,
"Viviendas particulares (004)",2145,703,1144,298
"Ocupantes presentes (005)",8870,2968,4671,1231
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",3,,3,
"Ocupantes presentes (014)",8,,8,
"Choza o cabaña",,,,
"Viviendas particulares (016)",13,,,13
"Ocupantes presentes (017)",54,,,54
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1932,656,994,282
"Ocupantes presentes (029)",8009,2761,4072,1176
"Casa independiente",,,,
"Viviendas particulares (031)",1918,656,992,270
"Ocupantes presentes (032)",7954,2761,4068,1125
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",2,,2,
"Ocupantes presentes (041)",4,,4,
"Choza o cabaña",,,,
"Viviendas particulares (043)",12,,,12
"Ocupantes presentes (044)",51,,,51
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",229,47,153,29
"Ocupantes presentes (056)",923,207,607,109
"Casa independiente",,,,
"Viviendas particulares (058)",227,47,152,28
"Ocupantes presentes (059)",916,207,603,106
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",1,,1,
"Ocupantes presentes (068)",4,,4,
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",3,,,3
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1487,592,845,50
"Ocupantes presentes (110)",5985,2461,3308,216
"Casa independiente",,,,
"Viviendas particulares (112)",1484,592,842,50
"Ocupantes presentes (113)",5977,2461,3300,216
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",3,,3,
"Ocupantes presentes (122)",8,,8,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1300,558,704,38
"Ocupantes presentes (137)",5242,2319,2753,170
"Casa independiente",,,,
"Viviendas particulares (139)",1298,558,702,38
"Ocupantes presentes (140)",5238,2319,2749,170
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",2,,2,
"Ocupantes presentes (149)",4,,4,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",187,34,141,12
"Ocupantes presentes (164)",743,142,555,46
"Casa independiente",,,,
"Viviendas particulares (166)",186,34,140,12
"Ocupantes presentes (167)",739,142,551,46
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",1,,1,
"Ocupantes presentes (176)",4,,4,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",674,111,302,261
"Ocupantes presentes (218)",2947,507,1371,1069
"Casa independiente",,,,
"Viviendas particulares (220)",661,111,302,248
"Ocupantes presentes (221)",2893,507,1371,1015
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",13,,,13
"Ocupantes presentes (233)",54,,,54
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",632,98,290,244
"Ocupantes presentes (245)",2767,442,1319,1006
"Casa independiente",,,,
"Viviendas particulares (247)",620,98,290,232
"Ocupantes presentes (248)",2716,442,1319,955
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",12,,,12
"Ocupantes presentes (260)",51,,,51
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",42,13,12,17
"Ocupantes presentes (272)",180,65,52,63
"Casa independiente",,,,
"Viviendas particulares (274)",41,13,12,16
"Ocupantes presentes (275)",177,65,52,60
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",3,,,3
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
