"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHICLAYO (000)",708919,64362,19867,204539,239506,36031,51631,37977,55006
"Jefe o Jefa (001)",175953,11616,97,49122,61384,8988,17255,6941,20550
"Esposa(o)/ compa¤era(o) (002)",110465,9753,103,31820,38240,5304,11675,3195,10375
"Hijo(a)/ hijastro(a) (003)",286817,26025,13675,83119,95680,14707,15535,20622,17454
"Yerno/ nuera (004)",16110,203,26,2073,8004,1268,1934,886,1716
"Nieto(a) (005)",47746,8841,4589,17700,11707,1392,736,2109,672
"Padres/ suegros (006)",8572,2868,,3922,1144,84,265,46,243
"Otro(a) pariente (007)",50727,4340,1204,13376,18582,3331,3423,3344,3127
"Trabajador(a) del hogar (008)",2513,149,8,1130,981,135,65,21,24
"Pensionista (009)",903,30,1,151,360,108,63,112,78
"Otro(a) no pariente (010)",9113,537,164,2126,3424,714,680,701,767
"Hombres (012)",339240,25157,10053,95281,122621,16987,21981,19657,27503
"Jefe o Jefa (013)",124943,4756,61,33195,47079,6578,12116,5208,15950
"Esposa(o)/ compa¤era(o) (014)",6301,248,7,1517,2597,348,555,358,671
"Hijo(a)/ hijastro(a) (015)",144116,13160,6976,42041,51071,6800,6146,10416,7506
"Yerno/ nuera (016)",7656,68,11,810,3635,578,1051,444,1059
"Nieto(a) (017)",24407,4525,2311,9114,6106,658,348,1046,299
"Padres/ suegros (018)",2374,448,,1330,379,37,67,21,92
"Otro(a) pariente (019)",24639,1761,610,6238,9791,1576,1409,1751,1503
"Trabajador(a) del hogar (020)",90,3,1,27,39,9,2,6,3
"Pensionista (021)",543,9,1,96,227,67,34,65,44
"Otro(a) no pariente (022)",4171,179,75,913,1697,336,253,342,376
"Mujeres (024)",369679,39205,9814,109258,116885,19044,29650,18320,27503
"Jefe o Jefa (025)",51010,6860,36,15927,14305,2410,5139,1733,4600
"Esposa(o)/ compa¤era(o) (026)",104164,9505,96,30303,35643,4956,11120,2837,9704
"Hijo(a)/ hijastro(a) (027)",142701,12865,6699,41078,44609,7907,9389,10206,9948
"Yerno/ nuera (028)",8454,135,15,1263,4369,690,883,442,657
"Nieto(a) (029)",23339,4316,2278,8586,5601,734,388,1063,373
"Padres/ suegros (030)",6198,2420,,2592,765,47,198,25,151
"Otro(a) pariente (031)",26088,2579,594,7138,8791,1755,2014,1593,1624
"Trabajador(a) del hogar (032)",2423,146,7,1103,942,126,63,15,21
"Pensionista (033)",360,21,,55,133,41,29,47,34
"Otro(a) no pariente (034)",4942,358,89,1213,1727,378,427,359,391
,,,,,,,,,
"URBANA (036)",662715,57429,18674,184374,224485,35106,50650,37518,54479
"Jefe o Jefa (037)",164543,10010,92,43712,57628,8851,16991,6874,20385
"Esposa(o)/ compa¤era(o) (038)",102279,8124,96,27868,35995,5195,11533,3167,10301
"Hijo(a)/ hijastro(a) (039)",266393,23486,12768,74791,88608,14144,15065,20317,17214
"Yerno/ nuera (040)",15146,165,25,1754,7479,1249,1898,874,1702
