"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia SAN IGNACIO (000)",29121,8501,20620
"Red pública dentro de la vivienda (001)",7267,4069,3198
"Red pública fuera de la vivienda (002)",9221,3079,6142
"Pilón de uso público (003)",956,234,722
"Camión - cisterna u otro similar (004)",18,1,17
"Pozo (005)",2094,122,1972
"Río, acequia, manatial o similar (006)",7851,653,7198
"Vecino (007)",1271,271,1000
"Otro (008)",443,72,371
,,,
"URBANA (010)",4801,3744,1057
"Red pública dentro de la vivienda (011)",2775,2352,423
"Red pública fuera de la vivienda (012)",1420,1191,229
"Pilón de uso público (013)",73,60,13
"Camión - cisterna u otro similar (014)",1,,1
"Pozo (015)",33,23,10
"Río, acequia, manatial o similar (016)",342,45,297
"Vecino (017)",122,55,67
"Otro (018)",35,18,17
,,,
"RURAL (020)",24320,4757,19563
"Red pública dentro de la vivienda (021)",4492,1717,2775
"Red pública fuera de la vivienda (022)",7801,1888,5913
"Pilón de uso público (023)",883,174,709
"Camión - cisterna u otro similar (024)",17,1,16
"Pozo (025)",2061,99,1962
"Río, acequia, manatial o similar (026)",7509,608,6901
"Vecino (027)",1149,216,933
"Otro (028)",408,54,354
