"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MOHO (000)",11761,282,2712,3204,3482,2081
"Empleado (001)",598,2,138,269,176,13
"Obrero (002)",860,9,211,224,298,118
"Trabajador independiente (003)",5910,22,968,1657,1951,1312
"Empleador o patrono (004)",58,,8,10,25,15
"Trabajador familiar no remunerado (005)",3806,241,1106,895,972,592
"Trabajador del hogar (006)",47,1,30,11,4,1
"Desocupado (008)",482,7,251,138,56,30
"Hombres (009)",6614,135,1485,1831,1975,1188
"Empleado (010)",448,,84,205,146,13
"Obrero (011)",575,6,146,148,200,75
"Trabajador independiente (012)",3778,13,562,1071,1275,857
"Empleador o patrono (013)",34,,6,5,14,9
"Trabajador familiar no remunerado (014)",1392,111,494,283,293,211
"Trabajador del hogar (015)",7,1,5,,1,
"Desocupado (017)",380,4,188,119,46,23
"Mujeres (018)",5147,147,1227,1373,1507,893
"Empleado (019)",150,2,54,64,30,
"Obrero (020)",285,3,65,76,98,43
"Trabajador independiente (021)",2132,9,406,586,676,455
"Empleador o patrono (022)",24,,2,5,11,6
"Trabajador familiar no remunerado (023)",2414,130,612,612,679,381
"Trabajador del hogar (024)",40,,25,11,3,1
"Desocupado (026)",102,3,63,19,10,7
,,,,,,
"URBANA (027)",3106,97,828,1019,841,321
"Empleado (028)",385,2,79,187,109,8
"Obrero (029)",136,1,38,44,45,8
"Trabajador independiente (030)",1649,15,362,540,505,227
"Empleador o patrono (031)",14,,3,3,6,2
"Trabajador familiar no remunerado (032)",695,76,238,168,149,64
"Trabajador del hogar (033)",20,1,8,9,2,
"Desocupado (035)",207,2,100,68,25,12
"Hombres (036)",1836,53,460,597,528,198
"Empleado (037)",276,,41,142,85,8
"Obrero (038)",120,1,32,41,40,6
"Trabajador independiente (039)",999,9,207,306,329,148
"Empleador o patrono (040)",7,,2,2,2,1
"Trabajador familiar no remunerado (041)",267,41,102,48,49,27
"Trabajador del hogar (042)",5,1,3,,1,
"Desocupado (044)",162,1,73,58,22,8
"Mujeres (045)",1270,44,368,422,313,123
"Empleado (046)",109,2,38,45,24,
"Obrero (047)",16,,6,3,5,2
"Trabajador independiente (048)",650,6,155,234,176,79
"Empleador o patrono (049)",7,,1,1,4,1
"Trabajador familiar no remunerado (050)",428,35,136,120,100,37
"Trabajador del hogar (051)",15,,5,9,1,
"Desocupado (053)",45,1,27,10,3,4
,,,,,,
"RURAL (054)",8655,185,1884,2185,2641,1760
"Empleado (055)",213,,59,82,67,5
"Obrero (056)",724,8,173,180,253,110
"Trabajador independiente (057)",4261,7,606,1117,1446,1085
"Empleador o patrono (058)",44,,5,7,19,13
"Trabajador familiar no remunerado (059)",3111,165,868,727,823,528
"Trabajador del hogar (060)",27,,22,2,2,1
"Desocupado (062)",275,5,151,70,31,18
"Hombres (063)",4778,82,1025,1234,1447,990
"Empleado (064)",172,,43,63,61,5
"Obrero (065)",455,5,114,107,160,69
"Trabajador independiente (066)",2779,4,355,765,946,709
"Empleador o patrono (067)",27,,4,3,12,8
"Trabajador familiar no remunerado (068)",1125,70,392,235,244,184
"Trabajador del hogar (069)",2,,2,,,
"Desocupado (071)",218,3,115,61,24,15
"Mujeres (072)",3877,103,859,951,1194,770
"Empleado (073)",41,,16,19,6,
"Obrero (074)",269,3,59,73,93,41
"Trabajador independiente (075)",1482,3,251,352,500,376
"Empleador o patrono (076)",17,,1,4,7,5
"Trabajador familiar no remunerado (077)",1986,95,476,492,579,344
"Trabajador del hogar (078)",25,,20,2,2,1
"Desocupado (080)",57,2,36,9,7,3
