"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARISCAL NIETO (000)",28885,55416,51796,,952,93.5,1.7
"De 12 a 14 años (001)",1995,8,8,,1,100,12.5
"De 15 a 19 años (002)",3095,332,322,89,97,26.8,
"De 20 a 24 años (003)",3532,1837,1813,231,98.7,12.6,
"De 25 a 29 años (004)",3359,3491,3435,250,98.4,7.2,
"De 30 a 34 años (005)",3015,4944,4839,218,97.9,4.4,
"De 35 a 39 años (006)",3025,6222,6081,118,97.7,1.9,
"De 40 a 44 años (007)",2469,6303,6059,38,96.1,0.6,
"De 45 a 49 años (008)",1978,5710,5464,7,95.7,0.1,
"De 50 y más años (009)",6417,26569,23775,,89.5,,
"Conviviente (010)",7095,13954,13381,573,95.9,4.1,
"De 12 a 14 años (011)",29,5,5,1,100,20,
"De 15 a 19 años (012)",337,191,182,53,95.3,27.7,
"De 20 a 24 años (013)",1222,1257,1238,169,98.5,13.4,
"De 25 a 29 años (014)",1501,2030,1998,162,98.4,8,
"De 30 a 34 años (015)",1261,2324,2271,117,97.7,5,
"De 35 a 39 años (016)",1004,2224,2191,49,98.5,2.2,
"De 40 a 44 años (017)",616,1736,1675,20,96.5,1.2,
"De 45 a 49 años (018)",374,1153,1091,2,94.6,0.2,
"De 50 y más años (019)",751,3034,2730,,90,,
"Separado(a) (020)",1654,4398,4105,35,93.3,0.8,
"De 15 a 19 años (022)",32,22,22,5,100,22.7,
"De 20 a 24 años (023)",93,95,95,12,100,12.6,
"De 25 a 29 años (024)",158,229,226,10,98.7,4.4,
"De 30 a 34 años (025)",216,372,362,6,97.3,1.6,
"De 35 a 39 años (026)",276,583,560,1,96.1,0.2,
"De 40 a 44 años (027)",234,676,642,,95,,
"De 45 a 49 años (028)",191,583,551,1,94.5,0.2,
"De 50 y más años (029)",454,1838,1647,,89.6,,
"Casado(a) (030)",8852,27494,25709,254,93.5,0.9,
"De 12 a 14 años (031)",1,2,2,,100,,
"De 15 a 19 años (032)",27,26,26,4,100,15.4,
"De 20 a 24 años (033)",186,194,190,28,97.9,14.4,
"De 25 a 29 años (034)",581,847,835,55,98.6,6.5,
"De 30 a 34 años (035)",937,1814,1779,90,98.1,5,
"De 35 a 39 años (036)",1243,2869,2804,59,97.7,2.1,
"De 40 a 44 años (037)",1247,3270,3148,15,96.3,0.5,
