"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MAYNAS (000)",10346,3273,7073
"Sin nivel (001)",124,35,89
"Educación inicial (002)",6,2,4
"Primaria (003)",2356,728,1628
"Secundaria (004)",5585,1907,3678
"Superior no univ. incompleta (005)",504,135,369
"Superior no univ. completa (006)",665,175,490
"Superior univ. incompleta (007)",444,129,315
"Superior univ. completa (008)",662,162,500
"Hombres (010)",7296,2109,5187
"Sin nivel (011)",92,22,70
"Educación inicial (012)",5,2,3
"Primaria (013)",1802,513,1289
"Secundaria (014)",3946,1230,2716
"Superior no univ. incompleta (015)",328,84,244
"Superior no univ. completa (016)",391,86,305
"Superior univ. incompleta (017)",289,80,209
"Superior univ. completa (018)",443,92,351
"Mujeres (020)",3050,1164,1886
"Sin nivel (021)",32,13,19
"Educación inicial (022)",1,,1
"Primaria (023)",554,215,339
"Secundaria (024)",1639,677,962
"Superior no univ. incompleta (025)",176,51,125
"Superior no univ. completa (026)",274,89,185
"Superior univ. incompleta (027)",155,49,106
"Superior univ. completa (028)",219,70,149
,,,
"AREA URBANA (030)",8811,2632,6179
"Sin nivel (031)",83,21,62
"Educación inicial (032)",6,2,4
"Primaria (033)",1529,390,1139
"Secundaria (034)",4955,1639,3316
"Superior no univ. incompleta (035)",492,129,363
"Superior no univ. completa (036)",650,164,486
"Superior univ. incompleta (037)",442,128,314
"Superior univ. completa (038)",654,159,495
"Hombres (040)",5974,1605,4369
"Sin nivel (041)",53,10,43
"Educación inicial (042)",5,2,3
"Primaria (043)",1087,248,839
"Secundaria (044)",3401,1016,2385
"Superior no univ. incompleta (045)",319,79,240
"Superior no univ. completa (046)",383,81,302
"Superior univ. incompleta (047)",287,79,208
"Superior univ. completa (048)",439,90,349
"Mujeres (050)",2837,1027,1810
"Sin nivel (051)",30,11,19
"Educación inicial (052)",1,,1
"Primaria (053)",442,142,300
"Secundaria (054)",1554,623,931
"Superior no univ. incompleta (055)",173,50,123
"Superior no univ. completa (056)",267,83,184
"Superior univ. incompleta (057)",155,49,106
"Superior univ. completa (058)",215,69,146
,,,
"AREA RURAL (060)",1535,641,894
"Sin nivel (061)",41,14,27
"Primaria (063)",827,338,489
"Secundaria (064)",630,268,362
"Superior no univ. incompleta (065)",12,6,6
"Superior no univ. completa (066)",15,11,4
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",8,3,5
"Hombres (070)",1322,504,818
"Sin nivel (071)",39,12,27
"Primaria (073)",715,265,450
"Secundaria (074)",545,214,331
"Superior no univ. incompleta (075)",9,5,4
"Superior no univ. completa (076)",8,5,3
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",4,2,2
"Mujeres (080)",213,137,76
"Sin nivel (081)",2,2,
"Primaria (083)",112,73,39
"Secundaria (084)",85,54,31
"Superior no univ. incompleta (085)",3,1,2
"Superior no univ. completa (086)",7,6,1
"Superior univ. completa (088)",4,1,3
