"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ALTO AMAZONAS (000)",1210,355,855
"De 14 a 29 años (001)",620,261,359
"De 30 a 44 años (002)",355,79,276
"De 45 a 64 años (003)",187,15,172
"De 65 y más años (004)",48,,48
"Hombres (005)",916,254,662
"De 14 a 29 años (006)",440,184,256
"De 30 a 44 años (007)",274,58,216
"De 45 a 64 años (008)",165,12,153
"De 65 y más años (009)",37,,37
"Mujeres (010)",294,101,193
"De 14 a 29 años (011)",180,77,103
"De 30 a 44 años (012)",81,21,60
"De 45 a 64 años (013)",22,3,19
"De 65 y más años (014)",11,,11
,,,
"AREA URBANA (015)",893,274,619
"De 14 a 29 años (016)",465,194,271
"De 30 a 44 años (017)",269,69,200
"De 45 a 64 años (018)",123,11,112
"De 65 y más años (019)",36,,36
"Hombres (020)",631,184,447
"De 14 a 29 años (021)",304,127,177
"De 30 a 44 años (022)",195,49,146
"De 45 a 64 años (023)",103,8,95
"De 65 y más años (024)",29,,29
"Mujeres (025)",262,90,172
"De 14 a 29 años (026)",161,67,94
"De 30 a 44 años (027)",74,20,54
"De 45 a 64 años (028)",20,3,17
"De 65 y más años (029)",7,,7
,,,
"AREA RURAL (030)",317,81,236
"De 14 a 29 años (031)",155,67,88
"De 30 a 44 años (032)",86,10,76
"De 45 a 64 años (033)",64,4,60
"De 65 y más años (034)",12,,12
"Hombres (035)",285,70,215
"De 14 a 29 años (036)",136,57,79
"De 30 a 44 años (037)",79,9,70
"De 45 a 64 años (038)",62,4,58
"De 65 y más años (039)",8,,8
"Mujeres (040)",32,11,21
"De 14 a 29 años (041)",19,10,9
"De 30 a 44 años (042)",7,1,6
"De 45 a 64 años (043)",2,,2
"De 65 y más años (044)",4,,4
