"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BAGUA (000)",49448,8888,9981,10233,8614,5450,6282
"Católica (001)",25632,4186,4929,5240,4644,3113,3520
"Cristiana/Evangélica (002)",14663,2924,2785,2954,2529,1536,1935
"Otra (003)",4365,891,916,851,715,451,541
"Ninguna (004)",4788,887,1351,1188,726,350,286
"Hombres (006)",25301,4554,4976,5047,4398,2859,3467
"Católica (007)",13305,2165,2474,2583,2385,1665,2033
"Cristiana/Evangélica (008)",7015,1461,1292,1349,1199,757,957
"Otra (009)",2066,408,413,403,348,209,285
"Ninguna (010)",2915,520,797,712,466,228,192
"Mujeres (012)",24147,4334,5005,5186,4216,2591,2815
"Católica (013)",12327,2021,2455,2657,2259,1448,1487
"Cristiana/Evangélica (014)",7648,1463,1493,1605,1330,779,978
"Otra (015)",2299,483,503,448,367,242,256
"Ninguna (016)",1873,367,554,476,260,122,94
,,,,,,,
"URBANA (018)",25070,4213,4786,4996,4652,3005,3418
"Católica (019)",16249,2574,3000,3258,3138,2061,2218
"Cristiana/Evangélica (020)",5567,1034,1014,1067,977,625,850
"Otra (021)",1606,317,293,283,286,186,241
"Ninguna (022)",1648,288,479,388,251,133,109
"Hombres (024)",12382,2108,2298,2291,2286,1543,1856
"Católica (025)",8060,1293,1397,1488,1559,1070,1253
"Cristiana/Evangélica (026)",2603,505,481,463,442,305,407
"Otra (027)",718,136,138,122,122,78,122
"Ninguna (028)",1001,174,282,218,163,90,74
"Mujeres (030)",12688,2105,2488,2705,2366,1462,1562
"Católica (031)",8189,1281,1603,1770,1579,991,965
"Cristiana/Evangélica (032)",2964,529,533,604,535,320,443
"Otra (033)",888,181,155,161,164,108,119
"Ninguna (034)",647,114,197,170,88,43,35
,,,,,,,
"RURAL (036)",24378,4675,5195,5237,3962,2445,2864
"Católica (037)",9383,1612,1929,1982,1506,1052,1302
"Cristiana/Evangélica (038)",9096,1890,1771,1887,1552,911,1085
"Otra (039)",2759,574,623,568,429,265,300
"Ninguna (040)",3140,599,872,800,475,217,177
"Hombres (042)",12919,2446,2678,2756,2112,1316,1611
"Católica (043)",5245,872,1077,1095,826,595,780
"Cristiana/Evangélica (044)",4412,956,811,886,757,452,550
"Otra (045)",1348,272,275,281,226,131,163
"Ninguna (046)",1914,346,515,494,303,138,118
"Mujeres (048)",11459,2229,2517,2481,1850,1129,1253
"Católica (049)",4138,740,852,887,680,457,522
"Cristiana/Evangélica (050)",4684,934,960,1001,795,459,535
"Otra (051)",1411,302,348,287,203,134,137
"Ninguna (052)",1226,253,357,306,172,79,59
