"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAYLLOMA (000)",64487,14407,5312,2457,42649
"Hombres (001)",33124,6809,3060,1556,21986
"Mujeres (002)",31363,7598,2252,901,20663
"PEA (003)",33813,3903,3414,1571,25224
"Hombres (004)",20768,2148,2269,1164,15458
"Mujeres (005)",13045,1755,1145,407,9766
"Ocupada (006)",32911,3795,3377,1554,24483
"Hombres (007)",20176,2071,2250,1154,14972
"Mujeres (008)",12735,1724,1127,400,9511
"Desocupada (009)",902,108,37,17,741
"Hombres (010)",592,77,19,10,486
"Mujeres (011)",310,31,18,7,255
"No PEA (012)",30674,10504,1898,886,17425
"Hombres (013)",12356,4661,791,392,6528
"Mujeres (014)",18318,5843,1107,494,10897
,,,,,
"URBANA (018)",43016,9983,3512,1474,28105
"Hombres (019)",21532,4717,1875,896,14079
"Mujeres (020)",21484,5266,1637,578,14026
"PEA (021)",21946,2268,2162,916,16629
"Hombres (022)",12980,1251,1285,641,9827
"Mujeres (023)",8966,1017,877,275,6802
"Ocupada (024)",21243,2185,2134,903,16050
"Hombres (025)",12531,1193,1269,633,9460
"Mujeres (026)",8712,992,865,270,6590
"Desocupada (027)",703,83,28,13,579
"Hombres (028)",449,58,16,8,367
"Mujeres (029)",254,25,12,5,212
"No PEA (030)",21070,7715,1350,558,11476
"Hombres (031)",8552,3466,590,255,4252
"Mujeres (032)",12518,4249,760,303,7224
,,,,,
"RURAL (036)",21471,4424,1800,983,14544
"Hombres (037)",11592,2092,1185,660,7907
"Mujeres (038)",9879,2332,615,323,6637
"PEA (039)",11867,1635,1252,655,8595
"Hombres (040)",7788,897,984,523,5631
"Mujeres (041)",4079,738,268,132,2964
"Ocupada (042)",11668,1610,1243,651,8433
"Hombres (043)",7645,878,981,521,5512
"Mujeres (044)",4023,732,262,130,2921
"Desocupada (045)",199,25,9,4,162
"Hombres (046)",143,19,3,2,119
"Mujeres (047)",56,6,6,2,43
"No PEA (048)",9604,2789,548,328,5949
"Hombres (049)",3804,1195,201,137,2276
"Mujeres (050)",5800,1594,347,191,3673
