"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUARI (000)",1196,253,943
"Sin nivel (001)",131,22,109
"Primaria (003)",377,50,327
"Secundaria (004)",486,130,356
"Superior no univ. incompleta (005)",47,12,35
"Superior no univ. completa (006)",107,25,82
"Superior univ. incompleta (007)",15,4,11
"Superior univ. completa (008)",33,10,23
"De 14 a 29 años (010)",584,188,396
"Sin nivel (011)",27,9,18
"Primaria (013)",101,29,72
"Secundaria (014)",331,109,222
"Superior no univ. incompleta (015)",32,12,20
"Superior no univ. completa (016)",64,18,46
"Superior univ. incompleta (017)",14,4,10
"Superior univ. completa (018)",15,7,8
"De 30 a 44 años (020)",337,50,287
"Sin nivel (021)",38,8,30
"Primaria (023)",125,15,110
"Secundaria (024)",111,18,93
"Superior no univ. incompleta (025)",11,,11
"Superior no univ. completa (026)",37,7,30
"Superior univ. completa (028)",15,2,13
"De 45 a 64 años (030)",191,15,176
"Sin nivel (031)",40,5,35
"Primaria (033)",106,6,100
"Secundaria (034)",37,3,34
"Superior no univ. incompleta (035)",4,,4
"Superior no univ. completa (036)",2,,2
"Superior univ. completa (038)",2,1,1
"De 65 y más años (040)",84,,84
"Sin nivel (041)",26,,26
"Primaria (043)",45,,45
"Secundaria (044)",7,,7
"Superior no univ. completa (046)",4,,4
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",495,101,394
"Sin nivel (051)",40,5,35
"Primaria (053)",108,15,93
"Secundaria (054)",205,52,153
"Superior no univ. incompleta (055)",29,6,23
"Superior no univ. completa (056)",75,14,61
"Superior univ. incompleta (057)",11,3,8
"Superior univ. completa (058)",27,6,21
"De 14 a 29 años (060)",242,74,168
"Sin nivel (061)",5,2,3
"Primaria (063)",26,10,16
"Secundaria (064)",130,39,91
"Superior no univ. incompleta (065)",15,6,9
"Superior no univ. completa (066)",44,10,34
"Superior univ. incompleta (067)",10,3,7
"Superior univ. completa (068)",12,4,8
"De 30 a 44 años (070)",143,22,121
"Sin nivel (071)",12,1,11
"Primaria (073)",34,5,29
"Secundaria (074)",48,11,37
"Superior no univ. incompleta (075)",11,,11
"Superior no univ. completa (076)",26,4,22
"Superior univ. completa (078)",12,1,11
"De 45 a 64 años (080)",70,5,65
"Sin nivel (081)",13,2,11
"Primaria (083)",31,,31
"Secundaria (084)",20,2,18
"Superior no univ. incompleta (085)",3,,3
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",2,1,1
"De 65 y más años (090)",40,,40
"Sin nivel (091)",10,,10
"Primaria (093)",17,,17
"Secundaria (094)",7,,7
"Superior no univ. completa (096)",4,,4
"Superior univ. incompleta (097)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",701,152,549
"Sin nivel (101)",91,17,74
"Primaria (103)",269,35,234
"Secundaria (104)",281,78,203
"Superior no univ. incompleta (105)",18,6,12
"Superior no univ. completa (106)",32,11,21
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",6,4,2
"De 14 a 29 años (110)",342,114,228
"Sin nivel (111)",22,7,15
"Primaria (113)",75,19,56
"Secundaria (114)",201,70,131
"Superior no univ. incompleta (115)",17,6,11
"Superior no univ. completa (116)",20,8,12
"Superior univ. incompleta (117)",4,1,3
"Superior univ. completa (118)",3,3,
"De 30 a 44 años (120)",194,28,166
"Sin nivel (121)",26,7,19
"Primaria (123)",91,10,81
"Secundaria (124)",63,7,56
"Superior no univ. completa (126)",11,3,8
"Superior univ. completa (128)",3,1,2
"De 45 a 64 años (130)",121,10,111
"Sin nivel (131)",27,3,24
"Primaria (133)",75,6,69
"Secundaria (134)",17,1,16
"Superior no univ. incompleta (135)",1,,1
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",44,,44
"Sin nivel (141)",16,,16
"Primaria (143)",28,,28
