"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHEPEN",,,,,,,
"Viviendas particulares (001)",18630,2817,854,314,13015,977,653
"Ocupantes presentes (002)",75772,10662,3358,1346,54015,3845,2546
"Casa independiente",,,,,,,
"Viviendas particulares (004)",17915,2373,853,307,12831,929,622
"Ocupantes presentes (005)",73372,9283,3357,1316,53326,3677,2413
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",134,88,,3,31,5,7
"Ocupantes presentes (008)",530,316,,18,132,22,42
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",286,209,,2,58,10,7
"Ocupantes presentes (011)",889,612,,8,199,34,36
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",173,133,,,22,11,7
"Ocupantes presentes (014)",558,406,,,84,41,27
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",99,10,1,1,69,13,5
"Ocupantes presentes (017)",350,34,1,3,261,34,17
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,2,,,1,2,3
"Ocupantes presentes (020)",24,6,,,4,5,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",13,2,,,3,6,2
"Ocupantes presentes (023)",45,5,,,9,29,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,1,,1,
"Ocupantes presentes (026)",4,,,1,,3,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15212,2573,371,296,10738,669,565
"Ocupantes presentes (029)",61946,9673,1417,1289,44717,2670,2180
"Casa independiente",,,,,,,
"Viviendas particulares (031)",14598,2139,371,290,10623,636,539
"Ocupantes presentes (032)",59903,8328,1417,1262,44289,2543,2064
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",134,88,,3,31,5,7
"Ocupantes presentes (035)",530,316,,18,132,22,42
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",286,209,,2,58,10,7
"Ocupantes presentes (038)",889,612,,8,199,34,36
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",173,133,,,22,11,7
"Ocupantes presentes (041)",558,406,,,84,41,27
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,2,,,1,2,3
"Ocupantes presentes (047)",24,6,,,4,5,9
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",12,2,,,3,5,2
"Ocupantes presentes (050)",41,5,,,9,25,2
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,1,,,
"Ocupantes presentes (053)",1,,,1,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3418,244,483,18,2277,308,88
"Ocupantes presentes (056)",13826,989,1941,57,9298,1175,366
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3317,234,482,17,2208,293,83
"Ocupantes presentes (059)",13469,955,1940,54,9037,1134,349
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",99,10,1,1,69,13,5
"Ocupantes presentes (071)",350,34,1,3,261,34,17
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,1,
"Ocupantes presentes (077)",4,,,,,4,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,1,
"Ocupantes presentes (080)",3,,,,,3,
