"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia REQUENA (000)",21213,17146,2193,1070,804
"Empleado (001)",2653,756,503,693,701
"Obrero (002)",2738,1766,583,292,97
"Trabajador independiente (003)",10847,10149,698,,
"Empleador o patrono (004)",396,255,97,42,2
"Trabajador familiar no remunerado (005)",3989,3630,312,43,4
"Trabajador del hogar (006)",590,590,,,
"De 06 a 14 años (008)",686,592,68,26,
"Empleado (009)",23,18,4,1,
"Obrero (010)",124,93,16,15,
"Trabajador independiente (011)",55,47,8,,
"Empleador o patrono (012)",2,2,,,
"Trabajador familiar no remunerado (013)",460,410,40,10,
"Trabajador del hogar (014)",22,22,,,
"De 15 a 29 años (016)",7004,5669,805,298,232
"Empleado (017)",774,288,151,150,185
"Obrero (018)",1151,718,264,127,42
"Trabajador independiente (019)",2942,2731,211,,
"Empleador o patrono (020)",108,77,24,6,1
"Trabajador familiar no remunerado (021)",1709,1535,155,15,4
"Trabajador del hogar (022)",320,320,,,
"De 30 a 44 años (024)",7141,5513,776,481,371
"Empleado (025)",1231,299,239,362,331
"Obrero (026)",853,544,181,88,40
"Trabajador independiente (027)",3800,3544,256,,
"Empleador o patrono (028)",140,86,38,16,
"Trabajador familiar no remunerado (029)",967,890,62,15,
"Trabajador del hogar (030)",150,150,,,
"De 45 a 64 años (032)",4961,4055,460,255,191
"Empleado (033)",599,141,103,178,177
"Obrero (034)",501,324,108,56,13
"Trabajador independiente (035)",2968,2788,180,,
"Empleador o patrono (036)",110,67,24,18,1
"Trabajador familiar no remunerado (037)",705,657,45,3,
"Trabajador del hogar (038)",78,78,,,
"De 65 y más años (040)",1421,1317,84,10,10
"Empleado (041)",26,10,6,2,8
"Obrero (042)",109,87,14,6,2
"Trabajador independiente (043)",1082,1039,43,,
"Empleador o patrono (044)",36,23,11,2,
"Trabajador familiar no remunerado (045)",148,138,10,,
"Trabajador del hogar (046)",20,20,,,
,,,,,
"URBANA (048)",11926,8836,1365,955,770
"Empleado (049)",2267,561,364,663,679
"Obrero (050)",1773,1122,327,239,85
"Trabajador independiente (051)",5645,5207,438,,
"Empleador o patrono (052)",233,136,64,31,2
"Trabajador familiar no remunerado (053)",1592,1394,172,22,4
"Trabajador del hogar (054)",416,416,,,
