"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGAY (000)",16430,1813,2601,9367,230,2169,250
"Sin nivel (001)",3009,26,360,2109,33,413,68
"Educación inicial (002)",35,,10,17,,8,
"Primaria (003)",7363,89,1175,4820,99,1082,98
"Secundaria (004)",3246,249,790,1589,43,522,53
"Superior no univ. incompleta (005)",497,125,92,213,13,41,13
"Superior no univ. completa (006)",1397,786,114,405,20,59,13
"Superior univ. incompleta (007)",213,96,24,67,6,18,2
"Superior univ. completa (008)",670,442,36,147,16,26,3
"Hombres (010)",12685,1008,2334,7761,181,1393,8
"Sin nivel (011)",2106,10,289,1622,25,159,1
"Educación inicial (012)",28,,10,13,,5,
"Primaria (013)",6170,51,1078,4227,84,725,5
"Secundaria (014)",2637,167,722,1300,36,411,1
"Superior no univ. incompleta (015)",343,62,80,161,10,30,
"Superior no univ. completa (016)",820,404,100,270,12,33,1
"Superior univ. incompleta (017)",144,52,21,53,6,12,
"Superior univ. completa (018)",437,262,34,115,8,18,
"Mujeres (020)",3745,805,267,1606,49,776,242
"Sin nivel (021)",903,16,71,487,8,254,67
"Educación inicial (022)",7,,,4,,3,
"Primaria (023)",1193,38,97,593,15,357,93
"Secundaria (024)",609,82,68,289,7,111,52
"Superior no univ. incompleta (025)",154,63,12,52,3,11,13
"Superior no univ. completa (026)",577,382,14,135,8,26,12
"Superior univ. incompleta (027)",69,44,3,14,,6,2
"Superior univ. completa (028)",233,180,2,32,8,8,3
,,,,,,,
"URBANA (030)",5015,1344,773,2228,127,386,157
"Sin nivel (031)",441,15,76,245,11,51,43
"Educación inicial (032)",9,,6,3,,,
"Primaria (033)",1330,47,237,813,53,124,56
"Secundaria (034)",1284,185,284,622,25,135,33
"Superior no univ. incompleta (035)",318,93,53,133,8,21,10
"Superior no univ. completa (036)",959,567,72,267,12,28,13
"Superior univ. incompleta (037)",163,79,17,49,5,12,1
"Superior univ. completa (038)",511,358,28,96,13,15,1
"Hombres (040)",3099,716,669,1448,86,175,5
"Sin nivel (041)",197,6,51,125,6,9,
"Educación inicial (042)",8,,6,2,,,
"Primaria (043)",837,24,209,522,40,39,3
"Secundaria (044)",928,120,255,444,19,89,1
"Superior no univ. incompleta (045)",195,40,45,91,5,14,
"Superior no univ. completa (046)",510,275,62,157,5,10,1
"Superior univ. incompleta (047)",109,46,15,36,5,7,
"Superior univ. completa (048)",315,205,26,71,6,7,
"Mujeres (050)",1916,628,104,780,41,211,152
"Sin nivel (051)",244,9,25,120,5,42,43
"Educación inicial (052)",1,,,1,,,
"Primaria (053)",493,23,28,291,13,85,53
"Secundaria (054)",356,65,29,178,6,46,32
"Superior no univ. incompleta (055)",123,53,8,42,3,7,10
"Superior no univ. completa (056)",449,292,10,110,7,18,12
"Superior univ. incompleta (057)",54,33,2,13,,5,1
"Superior univ. completa (058)",196,153,2,25,7,8,1
,,,,,,,
"RURAL (060)",11415,469,1828,7139,103,1783,93
"Sin nivel (061)",2568,11,284,1864,22,362,25
"Educación inicial (062)",26,,4,14,,8,
"Primaria (063)",6033,42,938,4007,46,958,42
"Secundaria (064)",1962,64,506,967,18,387,20
"Superior no univ. incompleta (065)",179,32,39,80,5,20,3
"Superior no univ. completa (066)",438,219,42,138,8,31,
"Superior univ. incompleta (067)",50,17,7,18,1,6,1
"Superior univ. completa (068)",159,84,8,51,3,11,2
"Hombres (070)",9586,292,1665,6313,95,1218,3
"Sin nivel (071)",1909,4,238,1497,19,150,1
"Educación inicial (072)",20,,4,11,,5,
"Primaria (073)",5333,27,869,3705,44,686,2
"Secundaria (074)",1709,47,467,856,17,322,
"Superior no univ. incompleta (075)",148,22,35,70,5,16,
"Superior no univ. completa (076)",310,129,38,113,7,23,
"Superior univ. incompleta (077)",35,6,6,17,1,5,
"Superior univ. completa (078)",122,57,8,44,2,11,
"Mujeres (080)",1829,177,163,826,8,565,90
"Sin nivel (081)",659,7,46,367,3,212,24
"Educación inicial (082)",6,,,3,,3,
"Primaria (083)",700,15,69,302,2,272,40
"Secundaria (084)",253,17,39,111,1,65,20
"Superior no univ. incompleta (085)",31,10,4,10,,4,3
"Superior no univ. completa (086)",128,90,4,25,1,8,
"Superior univ. incompleta (087)",15,11,1,1,,1,1
"Superior univ. completa (088)",37,27,,7,1,,2
