"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia AZANGARO (000)",99755,17139,19458,17303,14624,11166,20065
"Católica (001)",82557,14326,16303,14496,12142,9243,16047
"Cristiana/Evangélica (002)",7735,1197,1336,1187,1152,913,1950
"Otra (003)",7533,1196,1411,1253,1062,854,1757
"Ninguna (004)",1930,420,408,367,268,156,311
"Hombres (006)",47781,8731,9488,8155,6801,5261,9345
"Católica (007)",39822,7304,8023,6849,5698,4389,7559
"Cristiana/Evangélica (008)",3547,605,626,510,514,413,879
"Otra (009)",3446,596,655,595,460,371,769
"Ninguna (010)",966,226,184,201,129,88,138
"Mujeres (012)",51974,8408,9970,9148,7823,5905,10720
"Católica (013)",42735,7022,8280,7647,6444,4854,8488
"Cristiana/Evangélica (014)",4188,592,710,677,638,500,1071
"Otra (015)",4087,600,756,658,602,483,988
"Ninguna (016)",964,194,224,166,139,68,173
,,,,,,,
"URBANA (018)",27679,4818,5915,5530,4549,3036,3831
"Católica (019)",23032,4055,4901,4643,3854,2512,3067
"Cristiana/Evangélica (020)",1994,312,408,369,328,217,360
"Otra (021)",2113,336,463,383,311,260,360
"Ninguna (022)",540,115,143,135,56,47,44
"Hombres (024)",13648,2445,2928,2624,2159,1601,1891
"Católica (025)",11331,2027,2438,2185,1822,1331,1528
"Cristiana/Evangélica (026)",989,169,201,169,158,120,172
"Otra (027)",1035,188,215,194,144,124,170
"Ninguna (028)",293,61,74,76,35,26,21
"Mujeres (030)",14031,2373,2987,2906,2390,1435,1940
"Católica (031)",11701,2028,2463,2458,2032,1181,1539
"Cristiana/Evangélica (032)",1005,143,207,200,170,97,188
"Otra (033)",1078,148,248,189,167,136,190
"Ninguna (034)",247,54,69,59,21,21,23
,,,,,,,
"RURAL (036)",72076,12321,13543,11773,10075,8130,16234
"Católica (037)",59525,10271,11402,9853,8288,6731,12980
"Cristiana/Evangélica (038)",5741,885,928,818,824,696,1590
"Otra (039)",5420,860,948,870,751,594,1397
"Ninguna (040)",1390,305,265,232,212,109,267
"Hombres (042)",34133,6286,6560,5531,4642,3660,7454
"Católica (043)",28491,5277,5585,4664,3876,3058,6031
"Cristiana/Evangélica (044)",2558,436,425,341,356,293,707
"Otra (045)",2411,408,440,401,316,247,599
"Ninguna (046)",673,165,110,125,94,62,117
"Mujeres (048)",37943,6035,6983,6242,5433,4470,8780
"Católica (049)",31034,4994,5817,5189,4412,3673,6949
"Cristiana/Evangélica (050)",3183,449,503,477,468,403,883
"Otra (051)",3009,452,508,469,435,347,798
"Ninguna (052)",717,140,155,107,118,47,150
