"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",6650,104,2802,2036,629,211,95,48,9,,716
"Conviviente (001)",1400,25,651,407,111,38,7,1,1,,159
"Separado(a) (002)",320,13,128,104,35,8,9,2,1,,20
"Casado(a) (003)",3378,39,1463,1070,333,116,62,28,4,,263
"Viudo(a) (004)",1140,22,428,369,108,36,14,11,1,,151
"Divorciado(a) (005)",36,,20,8,2,1,1,,,,4
"Soltero(a) (006)",376,5,112,78,40,12,2,6,2,,119
,,,,,,,,,,,
"URBANA (008)",2137,28,804,588,238,86,39,20,5,,329
"Conviviente (009)",476,6,186,137,50,19,2,,,,76
"Separado(a) (010)",112,3,38,30,17,1,5,2,1,,15
"Casado(a) (011)",1055,13,421,297,111,48,26,14,4,,121
"Viudo(a) (012)",315,4,110,90,39,10,5,2,,,55
"Divorciado(a) (013)",19,,8,7,1,,1,,,,2
"Soltero(a) (014)",160,2,41,27,20,8,,2,,,60
,,,,,,,,,,,
"RURAL (016)",4513,76,1998,1448,391,125,56,28,4,,387
"Conviviente (017)",924,19,465,270,61,19,5,1,1,,83
"Separado(a) (018)",208,10,90,74,18,7,4,,,,5
"Casado(a) (019)",2323,26,1042,773,222,68,36,14,,,142
"Viudo(a) (020)",825,18,318,279,69,26,9,9,1,,96
"Divorciado(a) (021)",17,,12,1,1,1,,,,,2
"Soltero(a) (022)",216,3,71,51,20,4,2,4,2,,59
