"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACHITEA (000)",16666,425,6607,5148,3389,1097
"Empleado (001)",692,4,300,285,100,3
"Obrero (002)",2448,84,1140,753,377,94
"Trabajador independiente (003)",9986,7,2954,3569,2574,882
"Empleador o patrono (004)",398,,98,143,113,44
"Trabajador familiar no remunerado (005)",2986,319,2000,381,213,73
"Trabajador del hogar (006)",156,11,115,17,12,1
"Hombres (008)",14501,365,5713,4484,2949,990
"Empleado (009)",393,2,148,175,66,2
"Obrero (010)",2313,80,1079,711,353,90
"Trabajador independiente (011)",8919,6,2616,3197,2287,813
"Empleador o patrono (012)",383,,96,137,108,42
"Trabajador familiar no remunerado (013)",2449,273,1748,256,129,43
"Trabajador del hogar (014)",44,4,26,8,6,
"Mujeres (016)",2165,60,894,664,440,107
"Empleado (017)",299,2,152,110,34,1
"Obrero (018)",135,4,61,42,24,4
"Trabajador independiente (019)",1067,1,338,372,287,69
"Empleador o patrono (020)",15,,2,6,5,2
"Trabajador familiar no remunerado (021)",537,46,252,125,84,30
"Trabajador del hogar (022)",112,7,89,9,6,1
,,,,,,
"URBANA (024)",2579,34,849,975,595,126
"Empleado (025)",428,2,157,202,66,1
"Obrero (026)",408,10,187,116,74,21
"Trabajador independiente (027)",1470,4,360,594,414,98
"Empleador o patrono (028)",24,,3,12,8,1
"Trabajador familiar no remunerado (029)",199,14,104,47,29,5
"Trabajador del hogar (030)",50,4,38,4,4,
"Hombres (032)",1907,22,617,709,456,103
"Empleado (033)",245,,81,121,42,1
"Obrero (034)",389,10,179,110,69,21
"Trabajador independiente (035)",1133,4,280,447,322,80
"Empleador o patrono (036)",18,,3,9,6,
"Trabajador familiar no remunerado (037)",112,7,67,21,16,1
"Trabajador del hogar (038)",10,1,7,1,1,
"Mujeres (040)",672,12,232,266,139,23
"Empleado (041)",183,2,76,81,24,
"Obrero (042)",19,,8,6,5,
"Trabajador independiente (043)",337,,80,147,92,18
"Empleador o patrono (044)",6,,,3,2,1
"Trabajador familiar no remunerado (045)",87,7,37,26,13,4
"Trabajador del hogar (046)",40,3,31,3,3,
,,,,,,
"RURAL (048)",14087,391,5758,4173,2794,971
"Empleado (049)",264,2,143,83,34,2
"Obrero (050)",2040,74,953,637,303,73
"Trabajador independiente (051)",8516,3,2594,2975,2160,784
"Empleador o patrono (052)",374,,95,131,105,43
"Trabajador familiar no remunerado (053)",2787,305,1896,334,184,68
"Trabajador del hogar (054)",106,7,77,13,8,1
"Hombres (056)",12594,343,5096,3775,2493,887
"Empleado (057)",148,2,67,54,24,1
"Obrero (058)",1924,70,900,601,284,69
"Trabajador independiente (059)",7786,2,2336,2750,1965,733
"Empleador o patrono (060)",365,,93,128,102,42
"Trabajador familiar no remunerado (061)",2337,266,1681,235,113,42
"Trabajador del hogar (062)",34,3,19,7,5,
"Mujeres (064)",1493,48,662,398,301,84
"Empleado (065)",116,,76,29,10,1
"Obrero (066)",116,4,53,36,19,4
"Trabajador independiente (067)",730,1,258,225,195,51
"Empleador o patrono (068)",9,,2,3,3,1
"Trabajador familiar no remunerado (069)",450,39,215,99,71,26
"Trabajador del hogar (070)",72,4,58,6,3,1
