"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ACOBAMBA (000)",14921,53,193,538,1152,2734,6229,4022
"De 12 a 14 años (001)",22,,,,,,,22
"De 15 a 19 años (002)",508,,,,,,291,217
"De 20 a 24 años (003)",1935,,,,,2,1143,790
"De 25 a 29 años (004)",2015,,,,,76,1315,624
"De 30 a 34 años (005)",1780,,,,,251,1136,393
"De 35 a 39 años (006)",1751,,,,7,440,1013,291
"De 40 a 44 años (007)",1433,,,,33,469,731,200
"De 45 a 49 años (008)",1318,,,3,89,533,488,205
"De 50 y más años (009)",4159,53,193,535,1023,963,112,1280
"PEA (010)",4265,6,24,113,333,853,1702,1234
"De 12 a 14 años (011)",2,,,,,,,2
"De 15 a 19 años (012)",122,,,,,,65,57
"De 20 a 24 años (013)",545,,,,,1,294,250
"De 25 a 29 años (014)",604,,,,,15,368,221
"De 30 a 34 años (015)",560,,,,,81,328,151
"De 35 a 39 años (016)",554,,,,5,145,293,111
"De 40 a 44 años (017)",439,,,,16,148,197,78
"De 45 a 49 años (018)",400,,,1,33,172,126,68
"De 50 y más años (019)",1039,6,24,112,279,291,31,296
"Ocupada (020)",4116,6,24,109,328,835,1659,1155
"De 12 a 14 años (021)",2,,,,,,,2
"De 15 a 19 años (022)",117,,,,,,63,54
"De 20 a 24 años (023)",514,,,,,1,285,228
"De 25 a 29 años (024)",570,,,,,15,360,195
"De 30 a 34 años (025)",542,,,,,79,322,141
"De 35 a 39 años (026)",537,,,,5,143,285,104
"De 40 a 44 años (027)",422,,,,15,141,190,76
"De 45 a 49 años (028)",392,,,1,33,171,123,64
"De 50 y más años (029)",1020,6,24,108,275,285,31,291
"Desocupada (030)",149,,,4,5,18,43,79
"De 15 a 19 años (032)",5,,,,,,2,3
"De 20 a 24 años (033)",31,,,,,,9,22
"De 25 a 29 años (034)",34,,,,,,8,26
"De 30 a 34 años (035)",18,,,,,2,6,10
"De 35 a 39 años (036)",17,,,,,2,8,7
"De 40 a 44 años (037)",17,,,,1,7,7,2
"De 45 a 49 años (038)",8,,,,,1,3,4
"De 50 y más años (039)",19,,,4,4,6,,5
"No PEA (040)",10656,47,169,425,819,1881,4527,2788
"De 12 a 14 años (041)",20,,,,,,,20
"De 15 a 19 años (042)",386,,,,,,226,160
"De 20 a 24 años (043)",1390,,,,,1,849,540
"De 25 a 29 años (044)",1411,,,,,61,947,403
"De 30 a 34 años (045)",1220,,,,,170,808,242
"De 35 a 39 años (046)",1197,,,,2,295,720,180
"De 40 a 44 años (047)",994,,,,17,321,534,122
"De 45 a 49 años (048)",918,,,2,56,361,362,137
