"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN MIGUEL (000)",55940,914,16565,13405,10746,8864,5446
"Jefe o Jefa (001)",14847,,15,1731,4616,4910,3575
"Esposa(o) / compañera(o) (002)",10002,,12,2073,3594,3061,1262
"Hijo(a) / hijastro(a) (003)",23029,616,12776,7385,1757,480,15
"Yerno / nuera (004)",962,,18,597,301,42,4
"Nieto(a) (005)",3783,228,2777,728,46,4,
"Padres / suegros (006)",499,,,1,7,87,404
"Otro(a) pariente (007)",2386,66,911,693,309,238,169
"Trabajador(a) del hogar (008)",80,,3,52,16,8,1
"Pensionistas (009)",19,,,6,12,1,
"Otro(a) no pariente (010)",333,4,53,139,88,33,16
"Hombres (011)",27648,501,8509,6735,5158,4100,2645
"Jefe o Jefa (012)",11350,,10,1416,3818,3684,2422
"Esposa(o) / compañera(o) (013)",331,,6,77,123,79,46
"Hijo(a) / hijastro(a) (014)",12015,338,6567,4153,790,159,8
"Yerno / nuera (015)",411,,10,194,176,28,3
"Nieto(a) (016)",2002,122,1411,437,29,3,
"Padres / suegros (017)",113,,,1,2,18,92
"Otro(a) pariente (018)",1227,38,483,370,158,109,69
"Trabajador(a) del hogar (019)",9,,,6,2,1,
"Pensionistas (020)",17,,,6,10,1,
"Otro(a) no pariente (021)",173,3,22,75,50,18,5
"Mujeres (022)",28292,413,8056,6670,5588,4764,2801
"Jefe o Jefa (023)",3497,,5,315,798,1226,1153
"Esposa(o) / compañera(o) (024)",9671,,6,1996,3471,2982,1216
"Hijo(a) / hijastro(a) (025)",11014,278,6209,3232,967,321,7
"Yerno / nuera (026)",551,,8,403,125,14,1
"Nieto(a) (027)",1781,106,1366,291,17,1,
"Padres / suegros (028)",386,,,,5,69,312
"Otro(a) pariente (029)",1159,28,428,323,151,129,100
"Trabajador(a) del hogar (030)",71,,3,46,14,7,1
"Pensionistas (031)",2,,,,2,,
"Otro(a) no pariente (032)",160,1,31,64,38,15,11
,,,,,,,
"URBANA (033)",8930,146,2391,2076,1989,1497,831
"Jefe o Jefa (034)",2628,,9,299,904,886,530
"Esposa(o) / compañera(o) (035)",1572,,4,301,645,440,182
"Hijo(a) / hijastro(a) (036)",3328,104,1842,1049,253,78,2
"Yerno / nuera (037)",116,,,57,52,7,
"Nieto(a) (038)",495,24,356,106,9,,
"Padres / suegros (039)",98,,,1,2,14,81
"Otro(a) pariente (040)",490,17,169,153,74,51,26
"Trabajador(a) del hogar (041)",39,,2,27,6,4,
"Pensionistas (042)",14,,,6,7,1,
"Otro(a) no pariente (043)",150,1,9,77,37,16,10
"Hombres (044)",4456,82,1236,1050,930,752,406
"Jefe o Jefa (045)",1938,,6,223,683,664,362
"Esposa(o) / compañera(o) (046)",70,,1,14,32,14,9
"Hijo(a) / hijastro(a) (047)",1746,56,953,593,109,33,2
"Yerno / nuera (048)",56,,,21,30,5,
"Nieto(a) (049)",269,13,184,68,4,,
"Padres / suegros (050)",28,,,1,,4,23
"Otro(a) pariente (051)",255,12,87,85,44,21,6
"Trabajador(a) del hogar (052)",1,,,,1,,
"Pensionistas (053)",12,,,6,5,1,
"Otro(a) no pariente (054)",81,1,5,39,22,10,4
"Mujeres (055)",4474,64,1155,1026,1059,745,425
"Jefe o Jefa (056)",690,,3,76,221,222,168
"Esposa(o) / compañera(o) (057)",1502,,3,287,613,426,173
"Hijo(a) / hijastro(a) (058)",1582,48,889,456,144,45,
"Yerno / nuera (059)",60,,,36,22,2,
"Nieto(a) (060)",226,11,172,38,5,,
"Padres / suegros (061)",70,,,,2,10,58
"Otro(a) pariente (062)",235,5,82,68,30,30,20
"Trabajador(a) del hogar (063)",38,,2,27,5,4,
"Pensionistas (064)",2,,,,2,,
"Otro(a) no pariente (065)",69,,4,38,15,6,6
,,,,,,,
"RURAL (066)",47010,768,14174,11329,8757,7367,4615
"Jefe o Jefa (067)",12219,,6,1432,3712,4024,3045
"Esposa(o) / compañera(o) (068)",8430,,8,1772,2949,2621,1080
"Hijo(a) / hijastro(a) (069)",19701,512,10934,6336,1504,402,13
"Yerno / nuera (070)",846,,18,540,249,35,4
"Nieto(a) (071)",3288,204,2421,622,37,4,
"Padres / suegros (072)",401,,,,5,73,323
"Otro(a) pariente (073)",1896,49,742,540,235,187,143
"Trabajador(a) del hogar (074)",41,,1,25,10,4,1
"Pensionistas (075)",5,,,,5,,
"Otro(a) no pariente (076)",183,3,44,62,51,17,6
"Hombres (077)",23192,419,7273,5685,4228,3348,2239
"Jefe o Jefa (078)",9412,,4,1193,3135,3020,2060
"Esposa(o) / compañera(o) (079)",261,,5,63,91,65,37
"Hijo(a) / hijastro(a) (080)",10269,282,5614,3560,681,126,6
"Yerno / nuera (081)",355,,10,173,146,23,3
"Nieto(a) (082)",1733,109,1227,369,25,3,
"Padres / suegros (083)",85,,,,2,14,69
"Otro(a) pariente (084)",972,26,396,285,114,88,63
"Trabajador(a) del hogar (085)",8,,,6,1,1,
"Pensionistas (086)",5,,,,5,,
"Otro(a) no pariente (087)",92,2,17,36,28,8,1
"Mujeres (088)",23818,349,6901,5644,4529,4019,2376
"Jefe o Jefa (089)",2807,,2,239,577,1004,985
"Esposa(o) / compañera(o) (090)",8169,,3,1709,2858,2556,1043
"Hijo(a) / hijastro(a) (091)",9432,230,5320,2776,823,276,7
"Yerno / nuera (092)",491,,8,367,103,12,1
"Nieto(a) (093)",1555,95,1194,253,12,1,
"Padres / suegros (094)",316,,,,3,59,254
"Otro(a) pariente (095)",924,23,346,255,121,99,80
"Trabajador(a) del hogar (096)",33,,1,19,9,3,1
"Otro(a) no pariente (098)",91,1,27,26,23,9,5
