"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia AREQUIPA (000)",340701,212465,36516,37037,54683
"Empleado (001)",123509,39556,16298,25419,42236
"Obrero (002)",64450,30474,11587,10489,11900
"Trabajador independiente (003)",121496,114831,6665,,
"Empleador o patrono (004)",8097,5760,1172,795,370
"Trabajador familiar no remunerado (005)",11183,9878,794,334,177
"Trabajador del hogar (006)",11966,11966,,,
"De 06 a 14 años (008)",2590,2277,203,84,26
"Empleado (009)",353,292,41,16,4
"Obrero (010)",365,252,60,36,17
"Trabajador independiente (011)",460,432,28,,
"Empleador o patrono (012)",4,3,1,,
"Trabajador familiar no remunerado (013)",954,844,73,32,5
"Trabajador del hogar (014)",454,454,,,
"De 15 a 29 años (016)",108515,67500,14374,12457,14184
"Empleado (017)",42955,18608,6710,7896,9741
"Obrero (018)",25110,11685,4855,4277,4293
"Trabajador independiente (019)",28701,26399,2302,,
"Empleador o patrono (020)",1549,1098,203,161,87
"Trabajador familiar no remunerado (021)",3972,3482,304,123,63
"Trabajador del hogar (022)",6228,6228,,,
"De 30 a 44 años (024)",131030,77441,13985,15778,23826
"Empleado (025)",49949,13651,6489,11316,18493
"Obrero (026)",24019,10576,4263,4045,5135
"Trabajador independiente (027)",47733,45203,2530,,
"Empleador o patrono (028)",3151,2182,495,323,151
"Trabajador familiar no remunerado (029)",3098,2749,208,94,47
"Trabajador del hogar (030)",3080,3080,,,
"De 45 a 64 años (032)",86554,55319,7149,8201,15885
"Empleado (033)",28607,6392,2869,5923,13423
"Obrero (034)",13286,6827,2177,1960,2322
"Trabajador independiente (035)",37604,36033,1571,,
"Empleador o patrono (036)",2714,1951,382,271,110
"Trabajador familiar no remunerado (037)",2355,2128,150,47,30
"Trabajador del hogar (038)",1988,1988,,,
"De 65 y más años (040)",12012,9928,805,517,762
"Empleado (041)",1645,613,189,268,575
"Obrero (042)",1670,1134,232,171,133
"Trabajador independiente (043)",6998,6764,234,,
"Empleador o patrono (044)",679,526,91,40,22
"Trabajador familiar no remunerado (045)",804,675,59,38,32
"Trabajador del hogar (046)",216,216,,,
,,,,,
"URBANA (048)",331326,205233,35453,36590,54050
"Empleado (049)",122720,39251,16213,25327,41929
"Obrero (050)",60645,27959,10941,10166,11579
