"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OCROS (000)",7138,486,528,169,5964
"Conviviente (001)",1887,101,80,34,1675
"Separado(a) (002)",185,10,5,6,164
"Casado(a) (003)",2283,78,289,65,1854
"Viudo(a) (004)",427,14,35,9,370
"Divorciado(a) (005)",29,1,5,1,22
"Soltero(a) (006)",2327,282,114,54,1879
"Hombres (008)",3739,234,282,104,3123
"Conviviente (009)",942,32,39,24,848
"Separado(a) (010)",81,1,2,3,75
"Casado(a) (011)",1202,36,167,40,960
"Viudo(a) (012)",108,3,13,4,88
"Divorciado(a) (013)",14,,5,1,8
"Soltero(a) (014)",1392,162,56,32,1144
"Mujeres (016)",3399,252,246,65,2841
"Conviviente (017)",945,69,41,10,827
"Separado(a) (018)",104,9,3,3,89
"Casado(a) (019)",1081,42,122,25,894
"Viudo(a) (020)",319,11,22,5,282
"Divorciado(a) (021)",15,1,,,14
"Soltero(a) (022)",935,120,58,22,735
,,,,,
"URBANA (024)",4175,233,400,113,3438
"Conviviente (025)",975,37,65,23,853
"Separado(a) (026)",102,2,3,4,93
"Casado(a) (027)",1452,48,212,41,1154
"Viudo(a) (028)",280,8,26,8,239
"Divorciado(a) (029)",23,1,4,,18
"Soltero(a) (030)",1343,137,90,37,1081
"Hombres (032)",2152,111,206,67,1772
"Conviviente (033)",484,9,29,16,431
"Separado(a) (034)",45,,1,2,42
"Casado(a) (035)",767,22,121,24,601
"Viudo(a) (036)",65,1,6,3,55
"Divorciado(a) (037)",11,,4,,7
"Soltero(a) (038)",780,79,45,22,636
"Mujeres (040)",2023,122,194,46,1666
"Conviviente (041)",491,28,36,7,422
"Separado(a) (042)",57,2,2,2,51
"Casado(a) (043)",685,26,91,17,553
"Viudo(a) (044)",215,7,20,5,184
"Divorciado(a) (045)",12,1,,,11
"Soltero(a) (046)",563,58,45,15,445
,,,,,
"RURAL (048)",2963,253,128,56,2526
"Conviviente (049)",912,64,15,11,822
"Separado(a) (050)",83,8,2,2,71
"Casado(a) (051)",831,30,77,24,700
"Viudo(a) (052)",147,6,9,1,131
"Divorciado(a) (053)",6,,1,1,4
"Soltero(a) (054)",984,145,24,17,798
"Hombres (056)",1587,123,76,37,1351
"Conviviente (057)",458,23,10,8,417
"Separado(a) (058)",36,1,1,1,33
"Casado(a) (059)",435,14,46,16,359
"Viudo(a) (060)",43,2,7,1,33
"Divorciado(a) (061)",3,,1,1,1
"Soltero(a) (062)",612,83,11,10,508
"Mujeres (064)",1376,130,52,19,1175
"Conviviente (065)",454,41,5,3,405
"Separado(a) (066)",47,7,1,1,38
"Casado(a) (067)",396,16,31,8,341
"Viudo(a) (068)",104,4,2,,98
"Divorciado(a) (069)",3,,,,3
"Soltero(a) (070)",372,62,13,7,290
