"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia RIOJA (000)",52141,43049,9092
"De 3 a 5 años (001)",7434,549,6885
"De 6 a 11 años (002)",16135,14584,1551
"De 12 a 16 años (003)",13233,12995,238
"De 17 a 24 años (004)",15339,14921,418
"Hombres (005)",26675,22024,4651
"De 3 a 5 años (006)",3815,271,3544
"De 6 a 11 años (007)",8220,7399,821
"De 12 a 16 años (008)",6829,6704,125
"De 17 a 24 años (009)",7811,7650,161
"Mujeres (010)",25466,21025,4441
"De 3 a 5 años (011)",3619,278,3341
"De 6 a 11 años (012)",7915,7185,730
"De 12 a 16 años (013)",6404,6291,113
"De 17 a 24 años (014)",7528,7271,257
,,,
"URBANA (015)",36321,30491,5830
"De 3 a 5 años (016)",4949,415,4534
"De 6 a 11 años (017)",11008,10045,963
"De 12 a 16 años (018)",9492,9371,121
"De 17 a 24 años (019)",10872,10660,212
"Hombres (020)",18441,15426,3015
"De 3 a 5 años (021)",2560,205,2355
"De 6 a 11 años (022)",5565,5057,508
"De 12 a 16 años (023)",4843,4777,66
"De 17 a 24 años (024)",5473,5387,86
"Mujeres (025)",17880,15065,2815
"De 3 a 5 años (026)",2389,210,2179
"De 6 a 11 años (027)",5443,4988,455
"De 12 a 16 años (028)",4649,4594,55
"De 17 a 24 años (029)",5399,5273,126
,,,
"RURAL (030)",15820,12558,3262
"De 3 a 5 años (031)",2485,134,2351
"De 6 a 11 años (032)",5127,4539,588
"De 12 a 16 años (033)",3741,3624,117
"De 17 a 24 años (034)",4467,4261,206
"Hombres (035)",8234,6598,1636
"De 3 a 5 años (036)",1255,66,1189
"De 6 a 11 años (037)",2655,2342,313
"De 12 a 16 años (038)",1986,1927,59
"De 17 a 24 años (039)",2338,2263,75
"Mujeres (040)",7586,5960,1626
"De 3 a 5 años (041)",1230,68,1162
"De 6 a 11 años (042)",2472,2197,275
"De 12 a 16 años (043)",1755,1697,58
"De 17 a 24 años (044)",2129,1998,131
