"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia PIURA (000)",623137,29475,138681,131557,103364,83749,62612,35056,38643
"Quechua (001)",505,11,30,53,87,93,95,59,77
"Aymara (002)",119,12,13,13,11,18,21,7,24
"Ashaninca (003)",44,3,9,16,6,4,2,3,1
"Otra lengua nativa (004)",996,60,211,246,144,124,94,43,74
"Castellano (005)",620804,29368,138244,131087,103007,83427,62331,34908,38432
"Idioma extranjero (006)",120,1,8,14,20,15,20,15,27
"Es sordomudo/a (007)",549,20,166,128,89,68,49,21,8
"Hombres (009)",305995,15057,70380,65141,49321,39849,30432,17102,18713
"Quechua (010)",282,7,20,25,41,49,55,36,49
"Aymara (011)",60,9,7,5,7,8,10,4,10
"Ashaninca (012)",27,1,6,10,4,3,2,,1
"Otra lengua nativa (013)",504,32,107,135,65,59,49,19,38
"Castellano (014)",304764,14999,70142,64897,49143,39679,30284,17020,18600
"Idioma extranjero (015)",63,,5,2,9,10,10,13,14
"Es sordomudo/a (016)",295,9,93,67,52,41,22,10,1
"Mujeres (018)",317142,14418,68301,66416,54043,43900,32180,17954,19930
"Quechua (019)",223,4,10,28,46,44,40,23,28
"Aymara (020)",59,3,6,8,4,10,11,3,14
"Ashaninca (021)",17,2,3,6,2,1,,3,
"Otra lengua nativa (022)",492,28,104,111,79,65,45,24,36
"Castellano (023)",316040,14369,68102,66190,53864,43748,32047,17888,19832
"Idioma extranjero (024)",57,1,3,12,11,5,10,2,13
"Es sordomudo/a (025)",254,11,73,61,37,27,27,11,7
,,,,,,,,,
"URBANA (027)",537135,24766,117052,113084,89874,73207,55313,30568,33271
"Quechua (028)",466,5,24,47,81,85,94,58,72
"Aymara (029)",110,8,12,12,11,17,19,7,24
"Ashaninca (030)",41,3,8,14,6,4,2,3,1
"Otra lengua nativa (031)",877,53,187,208,132,112,86,39,60
"Castellano (032)",535085,24678,116687,112686,89554,72917,55051,30431,33081
"Idioma extranjero (033)",120,1,8,14,20,15,20,15,27
"Es sordomudo/a (034)",436,18,126,103,70,57,41,15,6
"Hombres (036)",260911,12626,59349,55445,42356,34356,26512,14632,15635
"Quechua (037)",267,4,19,24,37,45,55,35,48
"Aymara (038)",55,5,6,5,7,8,10,4,10
"Ashaninca (039)",25,1,5,9,4,3,2,,1
"Otra lengua nativa (040)",439,29,98,109,58,53,43,18,31
"Castellano (041)",259830,12578,59147,55240,42202,34202,26373,14557,15531
"Idioma extranjero (042)",63,,5,2,9,10,10,13,14
"Es sordomudo/a (043)",232,9,69,56,39,35,19,5,
"Mujeres (045)",276224,12140,57703,57639,47518,38851,28801,15936,17636
"Quechua (046)",199,1,5,23,44,40,39,23,24
"Aymara (047)",55,3,6,7,4,9,9,3,14
"Ashaninca (048)",16,2,3,5,2,1,,3,
"Otra lengua nativa (049)",438,24,89,99,74,59,43,21,29
"Castellano (050)",275255,12100,57540,57446,47352,38715,28678,15874,17550
"Idioma extranjero (051)",57,1,3,12,11,5,10,2,13
"Es sordomudo/a (052)",204,9,57,47,31,22,22,10,6
,,,,,,,,,
"RURAL (054)",86002,4709,21629,18473,13490,10542,7299,4488,5372
"Quechua (055)",39,6,6,6,6,8,1,1,5
"Aymara (056)",9,4,1,1,,1,2,,
"Ashaninca (057)",3,,1,2,,,,,
"Otra lengua nativa (058)",119,7,24,38,12,12,8,4,14
"Castellano (059)",85719,4690,21557,18401,13453,10510,7280,4477,5351
"Es sordomudo/a (061)",113,2,40,25,19,11,8,6,2
"Hombres (063)",45084,2431,11031,9696,6965,5493,3920,2470,3078
"Quechua (064)",15,3,1,1,4,4,,1,1
"Aymara (065)",5,4,1,,,,,,
"Ashaninca (066)",2,,1,1,,,,,
"Otra lengua nativa (067)",65,3,9,26,7,6,6,1,7
"Castellano (068)",44934,2421,10995,9657,6941,5477,3911,2463,3069
"Es sordomudo/a (070)",63,,24,11,13,6,3,5,1
"Mujeres (072)",40918,2278,10598,8777,6525,5049,3379,2018,2294
"Quechua (073)",24,3,5,5,2,4,1,,4
"Aymara (074)",4,,,1,,1,2,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",54,4,15,12,5,6,2,3,7
"Castellano (077)",40785,2269,10562,8744,6512,5033,3369,2014,2282
"Es sordomudo/a (079)",50,2,16,14,6,5,5,1,1
