"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAHUAMANU (000)",5684,61,1991,2215,1216,201
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",16,,2,7,7,
"Profes., científicos e intelectuales (002)",304,,71,163,70,
"Técnicos de nivel medio y trab.asimilados (003)",425,,141,195,88,1
"Jefes y empleados de oficina (004)",192,,72,79,40,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",451,3,162,177,97,12
"Agricult.trabaj. calif. agrop. y pesqueros (006)",962,1,180,324,328,129
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",471,1,169,197,93,11
"Obreros construc., conf., papel, fab., instr. (008)",1042,2,332,476,222,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",1561,50,720,513,244,34
"Otra (010)",50,,24,21,5,
"Ocupación no especificada (011)",67,1,29,24,10,3
"Desocupado (012)",143,3,89,39,12,
"Hombres (013)",4436,37,1494,1731,999,175
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",13,,1,6,6,
"Profes., científicos e intelectuales (015)",196,,48,96,52,
"Técnicos de nivel medio y trab.asimilados (016)",330,,102,151,76,1
"Jefes y empleados de oficina (017)",109,,31,45,32,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",161,1,52,56,48,4
"Agricult.trabaj. calif. agrop. y pesqueros (019)",867,1,166,288,294,118
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",456,1,166,190,88,11
"Obreros construc., conf., papel, fab., instr. (021)",996,2,304,459,221,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",1143,29,533,387,164,30
"Otra (023)",49,,23,21,5,
"Ocupación no especificada (024)",15,,7,6,2,
"Desocupado (025)",101,3,61,26,11,
"Mujeres (026)",1248,24,497,484,217,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",3,,1,1,1,
"Profes., científicos e intelectuales (028)",108,,23,67,18,
"Técnicos de nivel medio y trab.asimilados (029)",95,,39,44,12,
"Jefes y empleados de oficina (030)",83,,41,34,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",290,2,110,121,49,8
"Agricult.trabaj. calif. agrop. y pesqueros (032)",95,,14,36,34,11
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",15,,3,7,5,
"Obreros construc., conf., papel, fab., instr. (034)",46,,28,17,1,
