"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia POMABAMBA",,,
"Viviendas particulares (001)",6425,2412,4013
"Ocupantes presentes (002)",27783,10503,17280
"Casa independiente",,,
"Viviendas particulares (004)",6363,2382,3981
"Ocupantes presentes (005)",27512,10377,17135
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (010)",15,15,
"Ocupantes presentes (011)",66,66,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",12,12,
"Ocupantes presentes (014)",46,46,
"Choza o cabaña",,,
"Viviendas particulares (016)",33,2,31
"Ocupantes presentes (017)",148,8,140
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,1,1
"Ocupantes presentes (023)",11,6,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1419,1173,246
"Ocupantes presentes (029)",5971,5069,902
"Casa independiente",,,
"Viviendas particulares (031)",1390,1145,245
"Ocupantes presentes (032)",5848,4951,897
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Viviendas particulares (037)",15,15,
"Ocupantes presentes (038)",66,66,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",12,12,
"Ocupantes presentes (041)",46,46,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",11,6,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",5006,1239,3767
"Ocupantes presentes (056)",21812,5434,16378
"Casa independiente",,,
"Viviendas particulares (058)",4973,1237,3736
"Ocupantes presentes (059)",21664,5426,16238
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",33,2,31
"Ocupantes presentes (071)",148,8,140
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
