"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia TAHUAMANU",,,,
"Viviendas particulares (001)",1103,544,533,26
"Ocupantes presentes (002)",3754,1810,1836,108
"Casa independiente",,,,
"Viviendas particulares (004)",805,446,345,14
"Ocupantes presentes (005)",2989,1589,1346,54
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",26,11,15,
"Ocupantes presentes (011)",63,23,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",255,83,170,2
"Ocupantes presentes (014)",642,192,447,3
"Choza o cabaña",,,,
"Viviendas particulares (016)",10,,,10
"Ocupantes presentes (017)",51,,,51
"Vivienda improvisada",,,,
"Viviendas particulares (019)",2,2,,
"Ocupantes presentes (020)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",5,2,3,
"Ocupantes presentes (023)",5,2,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",1060,534,502,24
"Ocupantes presentes (029)",3580,1766,1712,102
"Casa independiente",,,,
"Viviendas particulares (031)",776,438,326,12
"Ocupantes presentes (032)",2862,1560,1254,48
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",24,11,13,
"Ocupantes presentes (038)",59,23,36,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",243,81,160,2
"Ocupantes presentes (041)",599,177,419,3
"Choza o cabaña",,,,
"Viviendas particulares (043)",10,,,10
"Ocupantes presentes (044)",51,,,51
"Vivienda improvisada",,,,
"Viviendas particulares (046)",2,2,,
"Ocupantes presentes (047)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",5,2,3,
"Ocupantes presentes (050)",5,2,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",43,10,31,2
"Ocupantes presentes (056)",174,44,124,6
"Casa independiente",,,,
"Viviendas particulares (058)",29,8,19,2
"Ocupantes presentes (059)",127,29,92,6
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",2,,2,
"Ocupantes presentes (065)",4,,4,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",12,2,10,
"Ocupantes presentes (068)",43,15,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",1093,544,533,16
"Ocupantes presentes (110)",3703,1810,1836,57
"Casa independiente",,,,
"Viviendas particulares (112)",805,446,345,14
"Ocupantes presentes (113)",2989,1589,1346,54
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",26,11,15,
"Ocupantes presentes (119)",63,23,40,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",255,83,170,2
"Ocupantes presentes (122)",642,192,447,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",2,2,,
"Ocupantes presentes (128)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",5,2,3,
"Ocupantes presentes (131)",5,2,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",1050,534,502,14
"Ocupantes presentes (137)",3529,1766,1712,51
"Casa independiente",,,,
"Viviendas particulares (139)",776,438,326,12
"Ocupantes presentes (140)",2862,1560,1254,48
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",24,11,13,
"Ocupantes presentes (146)",59,23,36,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",243,81,160,2
"Ocupantes presentes (149)",599,177,419,3
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",2,2,,
"Ocupantes presentes (155)",4,4,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",5,2,3,
"Ocupantes presentes (158)",5,2,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",43,10,31,2
"Ocupantes presentes (164)",174,44,124,6
"Casa independiente",,,,
"Viviendas particulares (166)",29,8,19,2
"Ocupantes presentes (167)",127,29,92,6
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",2,,2,
"Ocupantes presentes (173)",4,,4,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",12,2,10,
"Ocupantes presentes (176)",43,15,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",10,,,10
"Ocupantes presentes (218)",51,,,51
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",10,,,10
"Ocupantes presentes (233)",51,,,51
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",10,,,10
"Ocupantes presentes (245)",51,,,51
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",10,,,10
"Ocupantes presentes (260)",51,,,51
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
