"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARAVELI (000)",16645,2784,6076,6616,320,613,236
"Conviviente (001)",6384,798,2427,2817,90,191,61
"Separado(a) (002)",714,125,227,302,16,22,22
"Casado(a) (003)",3911,808,1124,1690,119,143,27
"Viudo(a) (004)",322,30,89,172,17,9,5
"Divorciado(a) (005)",113,22,36,43,7,2,3
"Soltero(a) (006)",5201,1001,2173,1592,71,246,118
"Hombres (008)",12572,1605,5550,4855,246,295,21
"Conviviente (009)",4844,466,2192,2056,68,59,3
"Separado(a) (010)",393,53,171,151,8,9,1
"Casado(a) (011)",2930,527,1030,1226,100,44,3
"Viudo(a) (012)",175,9,64,86,11,5,
"Divorciado(a) (013)",85,16,35,27,6,1,
"Soltero(a) (014)",4145,534,2058,1309,53,177,14
"Mujeres (016)",4073,1179,526,1761,74,318,215
"Conviviente (017)",1540,332,235,761,22,132,58
"Separado(a) (018)",321,72,56,151,8,13,21
"Casado(a) (019)",981,281,94,464,19,99,24
"Viudo(a) (020)",147,21,25,86,6,4,5
"Divorciado(a) (021)",28,6,1,16,1,1,3
"Soltero(a) (022)",1056,467,115,283,18,69,104
,,,,,,,
"URBANA (024)",9506,1968,2750,3944,238,427,179
"Conviviente (025)",3585,519,1199,1610,70,138,49
"Separado(a) (026)",452,89,116,207,12,11,17
"Casado(a) (027)",2549,654,573,1105,81,116,20
"Viudo(a) (028)",189,25,38,100,14,8,4
"Divorciado(a) (029)",59,14,12,25,4,2,2
"Soltero(a) (030)",2672,667,812,897,57,152,87
"Hombres (032)",6628,1079,2456,2701,177,203,12
"Conviviente (033)",2561,286,1075,1100,52,47,1
"Separado(a) (034)",222,36,79,99,4,4,
"Casado(a) (035)",1775,406,513,750,67,37,2
"Viudo(a) (036)",91,9,26,42,9,5,
"Divorciado(a) (037)",36,9,11,12,3,1,
"Soltero(a) (038)",1943,333,752,698,42,109,9
"Mujeres (040)",2878,889,294,1243,61,224,167
"Conviviente (041)",1024,233,124,510,18,91,48
"Separado(a) (042)",230,53,37,108,8,7,17
"Casado(a) (043)",774,248,60,355,14,79,18
"Viudo(a) (044)",98,16,12,58,5,3,4
"Divorciado(a) (045)",23,5,1,13,1,1,2
"Soltero(a) (046)",729,334,60,199,15,43,78
,,,,,,,
"RURAL (048)",7139,816,3326,2672,82,186,57
"Conviviente (049)",2799,279,1228,1207,20,53,12
"Separado(a) (050)",262,36,111,95,4,11,5
"Casado(a) (051)",1362,154,551,585,38,27,7
"Viudo(a) (052)",133,5,51,72,3,1,1
"Divorciado(a) (053)",54,8,24,18,3,,1
"Soltero(a) (054)",2529,334,1361,695,14,94,31
"Hombres (056)",5944,526,3094,2154,69,92,9
"Conviviente (057)",2283,180,1117,956,16,12,2
"Separado(a) (058)",171,17,92,52,4,5,1
"Casado(a) (059)",1155,121,517,476,33,7,1
"Viudo(a) (060)",84,,38,44,2,,
"Divorciado(a) (061)",49,7,24,15,3,,
"Soltero(a) (062)",2202,201,1306,611,11,68,5
"Mujeres (064)",1195,290,232,518,13,94,48
"Conviviente (065)",516,99,111,251,4,41,10
"Separado(a) (066)",91,19,19,43,,6,4
"Casado(a) (067)",207,33,34,109,5,20,6
"Viudo(a) (068)",49,5,13,28,1,1,1
"Divorciado(a) (069)",5,1,,3,,,1
"Soltero(a) (070)",327,133,55,84,3,26,26
