"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TALARA (000)",46279,460,15805,15841,12867,1306
"Agric., ganadería, caza y silvicultura (001)",456,12,126,113,142,63
"Pesca (002)",5021,80,2292,1729,855,65
"Explotación de minas y canteras (003)",2276,,473,690,1079,34
"Industrias manufactureras (004)",3052,30,999,948,942,133
"Suministro de electricidad, gas y agua (005)",192,,39,54,93,6
"Construcción (006)",3493,9,1061,1246,1079,98
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",7887,148,2473,2700,2251,315
"Venta, mant.y rep. veh.autom.y motoc. (008)",1339,10,478,420,408,23
"Comercio al por mayor (009)",466,7,164,165,117,13
"Comercio al por menor (010)",6082,131,1831,2115,1726,279
"Hoteles y restaurantes (011)",2665,36,902,935,698,94
"Trans., almac. y comunicaciones (012)",5256,48,1879,1737,1518,74
"Intermediación financiera (013)",213,,84,87,39,3
"Activid.inmobil., empres. y alquileres (014)",3926,8,1259,1588,998,73
"Admin.pub. y defensa; p. segur.soc afil (015)",1616,,403,634,538,41
"Enseñanza (016)",1888,,436,798,612,42
"Servicios sociales y de salud (017)",604,,141,244,197,22
"Otras activ. serv.comun.soc y personales (018)",1898,18,648,648,508,76
"Hogares privados con servicio doméstico (019)",974,24,390,309,228,23
"Actividad economica no especificada (021)",1242,2,394,424,361,61
"Desocupado (022)",3620,45,1806,957,729,83
"Hombres (023)",33756,351,11401,11241,9765,998
"Agric., ganadería, caza y silvicultura (024)",414,9,112,104,128,61
"Pesca (025)",4909,79,2242,1684,840,64
"Explotación de minas y canteras (026)",2161,,428,651,1049,33
"Industrias manufactureras (027)",2482,26,865,757,725,109
"Suministro de electricidad, gas y agua (028)",175,,32,50,87,6
"Construcción (029)",3403,9,1026,1206,1064,98
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",4693,105,1508,1479,1401,200
"Venta, mant.y rep. veh.autom.y motoc. (031)",1257,10,433,395,397,22
"Comercio al por mayor (032)",299,5,109,102,75,8
"Comercio al por menor (033)",3137,90,966,982,929,170
"Hoteles y restaurantes (034)",985,18,325,346,257,39
"Trans., almac. y comunicaciones (035)",4913,48,1670,1661,1460,74
"Intermediación financiera (036)",90,,22,44,21,3
"Activid.inmobil., empres. y alquileres (037)",3045,8,896,1238,835,68
"Admin.pub. y defensa; p. segur.soc afil (038)",1124,,247,416,425,36
"Enseñanza (039)",558,,97,196,238,27
