"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANGALLO (000)",32567,20065,1687,462,10376
"Quechua (001)",29356,18898,997,279,9190
"Aymara (002)",24,14,1,1,8
"Asháninka (003)",4,3,,2,
"Otra lengua nativa (004)",11,6,2,,3
"Castellano (005)",3132,1124,685,179,1158
"Idioma Extranjero (006)",3,,,1,2
"Es Sordomudo/a (007)",37,20,2,,15
"Hombres (009)",15527,9057,889,281,5309
"Quechua (010)",13772,8472,519,146,4639
"Aymara (011)",8,5,,1,2
"Asháninka (012)",2,2,,,
"Otra lengua nativa (013)",6,3,1,,2
"Castellano (014)",1719,564,369,134,657
"Idioma Extranjero (015)",1,,,,1
"Es Sordomudo/a (016)",19,11,,,8
"Mujeres (018)",17040,11008,798,181,5067
"Quechua (019)",15584,10426,478,133,4551
"Aymara (020)",16,9,1,,6
"Asháninka (021)",2,1,,2,
"Otra lengua nativa (022)",5,3,1,,1
"Castellano (023)",1413,560,316,45,501
"Idioma Extranjero (024)",2,,,1,1
"Es Sordomudo/a (025)",18,9,2,,7
,,,,,
"URBANA (027)",11376,5790,1304,186,4112
"Quechua (028)",9339,5163,701,92,3386
"Aymara (029)",3,1,1,1,
"Otra lengua nativa (031)",8,5,2,,1
"Castellano (032)",2013,619,599,92,716
"Idioma Extranjero (033)",3,,,1,2
"Es Sordomudo/a (034)",10,2,1,,7
"Hombres (036)",5471,2604,662,113,2099
"Quechua (037)",4414,2307,360,54,1695
"Aymara (038)",1,,,1,
"Otra lengua nativa (040)",4,2,1,,1
"Castellano (041)",1049,295,301,58,400
"Idioma Extranjero (042)",1,,,,1
"Es Sordomudo/a (043)",2,,,,2
"Mujeres (045)",5905,3186,642,73,2013
"Quechua (046)",4925,2856,341,38,1691
"Aymara (047)",2,1,1,,
"Otra lengua nativa (049)",4,3,1,,
"Castellano (050)",964,324,298,34,316
"Idioma Extranjero (051)",2,,,1,1
"Es Sordomudo/a (052)",8,2,1,,5
,,,,,
"RURAL (054)",21191,14275,383,276,6264
"Quechua (055)",20017,13735,296,187,5804
"Aymara (056)",21,13,,,8
"Asháninka (057)",4,3,,2,
"Otra lengua nativa (058)",3,1,,,2
"Castellano (059)",1119,505,86,87,442
"Es Sordomudo/a (061)",27,18,1,,8
"Hombres (063)",10056,6453,227,168,3210
"Quechua (064)",9358,6165,159,92,2944
"Aymara (065)",7,5,,,2
"Asháninka (066)",2,2,,,
"Otra lengua nativa (067)",2,1,,,1
"Castellano (068)",670,269,68,76,257
"Es Sordomudo/a (070)",17,11,,,6
"Mujeres (072)",11135,7822,156,108,3054
"Quechua (073)",10659,7570,137,95,2860
"Aymara (074)",14,8,,,6
"Asháninka (075)",2,1,,2,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",449,236,18,11,185
"Es Sordomudo/a (079)",10,7,1,,2
