"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUARAZ (000)",113088,15082,22346,24379,18440,13217,19624
"Católica (001)",100715,13486,19801,21769,16442,11776,17441
"Cristiana/Evangélica (002)",8937,1226,1685,1714,1436,1087,1789
"Otra (003)",1732,191,377,447,283,193,241
"Ninguna (004)",1704,179,483,449,279,161,153
"Hombres (006)",54753,7600,10978,11815,8892,6241,9227
"Católica (007)",48604,6774,9726,10466,7922,5519,8197
"Cristiana/Evangélica (008)",4152,624,765,809,641,514,799
"Otra (009)",848,98,189,223,128,91,119
"Ninguna (010)",1149,104,298,317,201,117,112
"Mujeres (012)",58335,7482,11368,12564,9548,6976,10397
"Católica (013)",52111,6712,10075,11303,8520,6257,9244
"Cristiana/Evangélica (014)",4785,602,920,905,795,573,990
"Otra (015)",884,93,188,224,155,102,122
"Ninguna (016)",555,75,185,132,78,44,41
,,,,,,,
"URBANA (018)",85219,10681,17257,19413,14335,10018,13515
"Católica (019)",75473,9458,15144,17202,12775,8879,12015
"Cristiana/Evangélica (020)",6533,886,1295,1358,1040,805,1149
"Otra (021)",1591,168,353,422,257,181,210
"Ninguna (022)",1622,169,465,431,263,153,141
"Hombres (024)",41037,5311,8404,9322,6882,4719,6399
"Católica (025)",36149,4679,7346,8172,6124,4145,5683
"Cristiana/Evangélica (026)",3013,448,590,635,452,378,510
"Otra (027)",775,84,181,210,116,83,101
"Ninguna (028)",1100,100,287,305,190,113,105
"Mujeres (030)",44182,5370,8853,10091,7453,5299,7116
"Católica (031)",39324,4779,7798,9030,6651,4734,6332
"Cristiana/Evangélica (032)",3520,438,705,723,588,427,639
"Otra (033)",816,84,172,212,141,98,109
"Ninguna (034)",522,69,178,126,73,40,36
,,,,,,,
"RURAL (036)",27869,4401,5089,4966,4105,3199,6109
"Católica (037)",25242,4028,4657,4567,3667,2897,5426
"Cristiana/Evangélica (038)",2404,340,390,356,396,282,640
"Otra (039)",141,23,24,25,26,12,31
"Ninguna (040)",82,10,18,18,16,8,12
"Hombres (042)",13716,2289,2574,2493,2010,1522,2828
"Católica (043)",12455,2095,2380,2294,1798,1374,2514
"Cristiana/Evangélica (044)",1139,176,175,174,189,136,289
"Otra (045)",73,14,8,13,12,8,18
"Ninguna (046)",49,4,11,12,11,4,7
"Mujeres (048)",14153,2112,2515,2473,2095,1677,3281
"Católica (049)",12787,1933,2277,2273,1869,1523,2912
"Cristiana/Evangélica (050)",1265,164,215,182,207,146,351
"Otra (051)",68,9,16,12,14,4,13
"Ninguna (052)",33,6,7,6,5,4,5
