"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ATALAYA",,,,,,,,,
"Hogares (001)",9525,217,77,68,42,53,33,44,8991
"Ocupantes presentes (002)",42896,830,344,250,178,267,152,316,40559
"Casa independiente",,,,,,,,,
"Hogares (004)",4580,108,56,41,22,29,16,17,4291
"Ocupantes presentes (005)",20250,414,268,154,96,149,62,117,18990
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,,,,,,,,6
"Ocupantes presentes (008)",19,,,,,,,,19
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",159,7,,4,3,1,,3,141
"Ocupantes presentes (011)",585,17,,18,11,5,,11,523
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",72,4,,2,1,,,,65
"Ocupantes presentes (014)",206,12,,3,4,,,,187
"Choza o cabaña",,,,,,,,,
"Hogares (016)",4632,94,21,21,15,23,17,24,4417
"Ocupantes presentes (017)",21537,379,76,75,64,113,90,188,20552
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",50,3,,,1,,,,46
"Ocupantes presentes (020)",189,7,,,3,,,,179
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",5,1,,,,,,,4
"Ocupantes presentes (023)",17,1,,,,,,,16
"Otro tipo",,,,,,,,,
"Hogares (025)",21,,,,,,,,21
"Ocupantes presentes (026)",93,,,,,,,,93
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3334,110,46,46,24,30,16,18,3044
"Ocupantes presentes (029)",14435,398,212,171,99,154,62,112,13227
"Casa independiente",,,,,,,,,
"Hogares (031)",3042,96,46,40,19,29,16,15,2781
"Ocupantes presentes (032)",13426,362,212,150,81,149,62,101,12309
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,,,,,,,,6
"Ocupantes presentes (035)",19,,,,,,,,19
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",159,7,,4,3,1,,3,141
"Ocupantes presentes (038)",585,17,,18,11,5,,11,523
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",72,4,,2,1,,,,65
"Ocupantes presentes (041)",206,12,,3,4,,,,187
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",50,3,,,1,,,,46
"Ocupantes presentes (047)",189,7,,,3,,,,179
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",3,,,,,,,,3
"Ocupantes presentes (050)",8,,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",2,,,,,,,,2
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6191,107,31,22,18,23,17,26,5947
"Ocupantes presentes (056)",28461,432,132,79,79,113,90,204,27332
"Casa independiente",,,,,,,,,
"Hogares (058)",1538,12,10,1,3,,,2,1510
"Ocupantes presentes (059)",6824,52,56,4,15,,,16,6681
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",4632,94,21,21,15,23,17,24,4417
"Ocupantes presentes (071)",21537,379,76,75,64,113,90,188,20552
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,1,,,,,,,1
"Ocupantes presentes (077)",9,1,,,,,,,8
"Otro tipo",,,,,,,,,
"Hogares (079)",19,,,,,,,,19
"Ocupantes presentes (080)",91,,,,,,,,91
