"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia URUBAMBA (000)",42516,8555,4754,1741,27572
"Conviviente (001)",9708,1517,1143,323,6741
"Separado(a) (002)",866,107,95,33,632
"Casado(a) (003)",14369,2536,1943,749,9195
"Viudo(a) (004)",2064,394,126,40,1506
"Divorciado(a) (005)",168,8,34,16,114
"Soltero(a) (006)",15341,3993,1413,580,9384
"Hombres (008)",21676,3982,2612,1089,14069
"Conviviente (009)",4846,596,660,219,3382
"Separado(a) (010)",260,23,39,16,183
"Casado(a) (011)",7234,1191,1079,496,4513
"Viudo(a) (012)",552,90,44,12,406
"Divorciado(a) (013)",76,4,19,12,44
"Soltero(a) (014)",8708,2078,771,334,5541
"Mujeres (016)",20840,4573,2142,652,13503
"Conviviente (017)",4862,921,483,104,3359
"Separado(a) (018)",606,84,56,17,449
"Casado(a) (019)",7135,1345,864,253,4682
"Viudo(a) (020)",1512,304,82,28,1100
"Divorciado(a) (021)",92,4,15,4,70
"Soltero(a) (022)",6633,1915,642,246,3843
,,,,,
"URBANA (024)",21603,2139,3897,1472,14179
"Conviviente (025)",5303,439,957,265,3656
"Separado(a) (026)",534,42,79,28,386
"Casado(a) (027)",6741,367,1530,638,4249
"Viudo(a) (028)",839,45,106,36,653
"Divorciado(a) (029)",115,2,27,13,75
"Soltero(a) (030)",8071,1244,1198,492,5160
"Hombres (032)",10992,954,2099,887,7115
"Conviviente (033)",2693,151,551,172,1829
"Separado(a) (034)",159,11,29,13,107
"Casado(a) (035)",3429,157,828,416,2065
"Viudo(a) (036)",213,18,33,9,153
"Divorciado(a) (037)",54,2,15,10,29
"Soltero(a) (038)",4444,615,643,267,2932
"Mujeres (040)",10611,1185,1798,585,7064
"Conviviente (041)",2610,288,406,93,1827
"Separado(a) (042)",375,31,50,15,279
"Casado(a) (043)",3312,210,702,222,2184
"Viudo(a) (044)",626,27,73,27,500
"Divorciado(a) (045)",61,,12,3,46
"Soltero(a) (046)",3627,629,555,225,2228
,,,,,
"RURAL (048)",20913,6416,857,269,13393
"Conviviente (049)",4405,1078,186,58,3085
"Separado(a) (050)",332,65,16,5,246
"Casado(a) (051)",7628,2169,413,111,4946
"Viudo(a) (052)",1225,349,20,4,853
"Divorciado(a) (053)",53,6,7,3,39
"Soltero(a) (054)",7270,2749,215,88,4224
"Hombres (056)",10684,3028,513,202,6954
"Conviviente (057)",2153,445,109,47,1553
"Separado(a) (058)",101,12,10,3,76
"Casado(a) (059)",3805,1034,251,80,2448
"Viudo(a) (060)",339,72,11,3,253
"Divorciado(a) (061)",22,2,4,2,15
"Soltero(a) (062)",4264,1463,128,67,2609
"Mujeres (064)",10229,3388,344,67,6439
"Conviviente (065)",2252,633,77,11,1532
"Separado(a) (066)",231,53,6,2,170
"Casado(a) (067)",3823,1135,162,31,2498
"Viudo(a) (068)",886,277,9,1,600
"Divorciado(a) (069)",31,4,3,1,24
"Soltero(a) (070)",3006,1286,87,21,1615
