"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",16623,325,4863,4501,3392,2514,1028
"Jefe o Jefa (001)",4275,,3,665,1513,1447,647
"Esposa(o) / compañera(o) (002)",3007,,,837,1216,756,198
"Hijo(a) / hijastro(a) (003)",7063,240,4104,2196,401,119,3
"Yerno / nuera (004)",277,,2,197,64,14,
"Nieto(a) (005)",722,68,507,131,16,,
"Padres / suegros (006)",128,,,,5,25,98
"Otro(a) pariente (007)",915,16,223,343,129,127,77
"Trabajador(a) del hogar (008)",17,,2,14,1,,
"Pensionistas (009)",36,,2,20,8,6,
"Otro(a) no pariente (010)",183,1,20,98,39,20,5
"Hombres (011)",8754,172,2538,2309,1781,1402,552
"Jefe o Jefa (012)",3606,,1,579,1330,1224,472
"Esposa(o) / compañera(o) (013)",64,,,16,24,17,7
"Hijo(a) / hijastro(a) (014)",3870,127,2141,1295,245,59,3
"Yerno / nuera (015)",116,,,66,41,9,
"Nieto(a) (016)",385,37,267,71,10,,
"Padres / suegros (017)",41,,,,2,8,31
"Otro(a) pariente (018)",536,7,118,220,94,63,34
"Trabajador(a) del hogar (019)",1,,,,1,,
"Pensionistas (020)",28,,,15,7,6,
"Otro(a) no pariente (021)",107,1,11,47,27,16,5
"Mujeres (022)",7869,153,2325,2192,1611,1112,476
"Jefe o Jefa (023)",669,,2,86,183,223,175
"Esposa(o) / compañera(o) (024)",2943,,,821,1192,739,191
"Hijo(a) / hijastro(a) (025)",3193,113,1963,901,156,60,
"Yerno / nuera (026)",161,,2,131,23,5,
"Nieto(a) (027)",337,31,240,60,6,,
"Padres / suegros (028)",87,,,,3,17,67
"Otro(a) pariente (029)",379,9,105,123,35,64,43
"Trabajador(a) del hogar (030)",16,,2,14,,,
"Pensionistas (031)",8,,2,5,1,,
"Otro(a) no pariente (032)",76,,9,51,12,4,
,,,,,,,
"URBANA (033)",12960,277,3894,3642,2600,1890,657
"Jefe o Jefa (034)",3211,,3,555,1168,1086,399
"Esposa(o) / compañera(o) (035)",2325,,,684,945,567,129
"Hijo(a) / hijastro(a) (036)",5620,209,3293,1758,275,83,2
"Yerno / nuera (037)",215,,2,151,51,11,
"Nieto(a) (038)",555,55,390,97,13,,
"Padres / suegros (039)",101,,,,4,20,77
"Otro(a) pariente (040)",741,12,184,287,109,102,47
"Trabajador(a) del hogar (041)",15,,2,12,1,,
"Pensionistas (042)",29,,2,15,6,6,
"Otro(a) no pariente (043)",148,1,18,83,28,15,3
"Hombres (044)",6756,145,2026,1845,1347,1055,338
"Jefe o Jefa (045)",2705,,1,485,1018,919,282
"Esposa(o) / compañera(o) (046)",52,,,12,21,14,5
"Hijo(a) / hijastro(a) (047)",3028,108,1711,1011,158,38,2
"Yerno / nuera (048)",94,,,52,35,7,
"Nieto(a) (049)",299,30,210,51,8,,
"Padres / suegros (050)",34,,,,1,7,26
"Otro(a) pariente (051)",443,6,95,188,82,52,20
"Trabajador(a) del hogar (052)",1,,,,1,,
"Pensionistas (053)",23,,,11,6,6,
"Otro(a) no pariente (054)",77,1,9,35,17,12,3
"Mujeres (055)",6204,132,1868,1797,1253,835,319
"Jefe o Jefa (056)",506,,2,70,150,167,117
"Esposa(o) / compañera(o) (057)",2273,,,672,924,553,124
"Hijo(a) / hijastro(a) (058)",2592,101,1582,747,117,45,
"Yerno / nuera (059)",121,,2,99,16,4,
"Nieto(a) (060)",256,25,180,46,5,,
"Padres / suegros (061)",67,,,,3,13,51
"Otro(a) pariente (062)",298,6,89,99,27,50,27
"Trabajador(a) del hogar (063)",14,,2,12,,,
"Pensionistas (064)",6,,2,4,,,
"Otro(a) no pariente (065)",71,,9,48,11,3,
,,,,,,,
"RURAL (066)",3663,48,969,859,792,624,371
"Jefe o Jefa (067)",1064,,,110,345,361,248
"Esposa(o) / compañera(o) (068)",682,,,153,271,189,69
"Hijo(a) / hijastro(a) (069)",1443,31,811,438,126,36,1
"Yerno / nuera (070)",62,,,46,13,3,
"Nieto(a) (071)",167,13,117,34,3,,
"Padres / suegros (072)",27,,,,1,5,21
"Otro(a) pariente (073)",174,4,39,56,20,25,30
"Trabajador(a) del hogar (074)",2,,,2,,,
"Pensionistas (075)",7,,,5,2,,
"Otro(a) no pariente (076)",35,,2,15,11,5,2
"Hombres (077)",1998,27,512,464,434,347,214
"Jefe o Jefa (078)",901,,,94,312,305,190
"Esposa(o) / compañera(o) (079)",12,,,4,3,3,2
"Hijo(a) / hijastro(a) (080)",842,19,430,284,87,21,1
"Yerno / nuera (081)",22,,,14,6,2,
"Nieto(a) (082)",86,7,57,20,2,,
"Padres / suegros (083)",7,,,,1,1,5
"Otro(a) pariente (084)",93,1,23,32,12,11,14
"Pensionistas (086)",5,,,4,1,,
"Otro(a) no pariente (087)",30,,2,12,10,4,2
"Mujeres (088)",1665,21,457,395,358,277,157
"Jefe o Jefa (089)",163,,,16,33,56,58
"Esposa(o) / compañera(o) (090)",670,,,149,268,186,67
"Hijo(a) / hijastro(a) (091)",601,12,381,154,39,15,
"Yerno / nuera (092)",40,,,32,7,1,
"Nieto(a) (093)",81,6,60,14,1,,
"Padres / suegros (094)",20,,,,,4,16
"Otro(a) pariente (095)",81,3,16,24,8,14,16
"Trabajador(a) del hogar (096)",2,,,2,,,
"Pensionistas (097)",2,,,1,1,,
"Otro(a) no pariente (098)",5,,,3,1,1,
