"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16835,13686,1637,539,973
"Hombres (001)",12563,10099,1285,407,772
"Mujeres (002)",4272,3587,352,132,201
"De 06 a 14 años (003)",520,458,60,2,
"Hombres (004)",343,305,37,1,
"Mujeres (005)",177,153,23,1,
"De 15 a 29 años (006)",6606,5327,685,177,417
"Hombres (007)",4969,3919,550,149,351
"Mujeres (008)",1637,1408,135,28,66
"De 30 a 44 años (009)",5341,4191,533,247,370
"Hombres (010)",3954,3095,409,170,280
"Mujeres (011)",1387,1096,124,77,90
"De 45 a 64 años (012)",3571,2975,307,109,180
"Hombres (013)",2672,2207,245,84,136
"Mujeres (014)",899,768,62,25,44
"De 65 y más años (015)",797,735,52,4,6
"Hombres (016)",625,573,44,3,5
"Mujeres (017)",172,162,8,1,1
,,,,,
"URBANA (018)",4864,3243,563,345,713
"Hombres (019)",3331,2131,408,242,550
"Mujeres (020)",1533,1112,155,103,163
"De 06 a 14 años (021)",102,97,5,,
"Hombres (022)",67,64,3,,
"Mujeres (023)",35,33,2,,
"De 15 a 29 años (024)",1753,1179,190,88,296
"Hombres (025)",1186,738,138,71,239
"Mujeres (026)",567,441,52,17,57
"De 30 a 44 años (027)",1780,1107,234,173,266
"Hombres (028)",1199,730,164,109,196
"Mujeres (029)",581,377,70,64,70
"De 45 a 64 años (030)",1040,706,109,80,145
"Hombres (031)",737,487,81,59,110
"Mujeres (032)",303,219,28,21,35
"De 65 y más años (033)",189,154,25,4,6
"Hombres (034)",142,112,22,3,5
"Mujeres (035)",47,42,3,1,1
,,,,,
"RURAL (036)",11971,10443,1074,194,260
"Hombres (037)",9232,7968,877,165,222
"Mujeres (038)",2739,2475,197,29,38
"De 06 a 14 años (039)",418,361,55,2,
"Hombres (040)",276,241,34,1,
"Mujeres (041)",142,120,21,1,
"De 15 a 29 años (042)",4853,4148,495,89,121
"Hombres (043)",3783,3181,412,78,112
"Mujeres (044)",1070,967,83,11,9
"De 30 a 44 años (045)",3561,3084,299,74,104
"Hombres (046)",2755,2365,245,61,84
"Mujeres (047)",806,719,54,13,20
"De 45 a 64 años (048)",2531,2269,198,29,35
"Hombres (049)",1935,1720,164,25,26
"Mujeres (050)",596,549,34,4,9
"De 65 y más años (051)",608,581,27,,
"Hombres (052)",483,461,22,,
"Mujeres (053)",125,120,5,,
