"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PACASMAYO (000)",31502,1757,31,7514,10806,2304,4904,1176,3010
"Empleado (001)",7014,94,3,494,1682,621,2125,408,1587
"Obrero (002)",11850,978,18,3879,4560,648,1070,275,422
"Trabajador independiente (003)",9931,495,4,2330,3607,846,1431,376,842
"Empleador o patrono (004)",872,48,,253,279,57,101,48,86
"Trabajador familiar no remunerado (005)",959,67,3,287,353,63,111,29,46
"Trabajador del hogar (006)",876,75,3,271,325,69,66,40,27
"Hombres (008)",22765,1011,22,5599,8559,1655,3101,843,1975
"Empleado (009)",4055,47,3,322,1178,366,1036,244,859
"Obrero (010)",10401,672,13,3273,4215,591,994,254,389
"Trabajador independiente (011)",7048,233,4,1619,2713,615,945,290,629
"Empleador o patrono (012)",746,38,,225,242,46,78,39,78
"Trabajador familiar no remunerado (013)",472,20,2,148,193,32,44,14,19
"Trabajador del hogar (014)",43,1,,12,18,5,4,2,1
"Mujeres (016)",8737,746,9,1915,2247,649,1803,333,1035
"Empleado (017)",2959,47,,172,504,255,1089,164,728
"Obrero (018)",1449,306,5,606,345,57,76,21,33
"Trabajador independiente (019)",2883,262,,711,894,231,486,86,213
"Empleador o patrono (020)",126,10,,28,37,11,23,9,8
"Trabajador familiar no remunerado (021)",487,47,1,139,160,31,67,15,27
"Trabajador del hogar (022)",833,74,3,259,307,64,62,38,26
,,,,,,,,,
"URBANA (024)",29336,1519,26,6617,10070,2223,4757,1152,2972
"Empleado (025)",6872,91,3,477,1628,609,2084,405,1575
"Obrero (026)",10364,798,14,3235,4048,594,1010,255,410
"Trabajador independiente (027)",9613,461,4,2200,3509,835,1397,376,831
"Empleador o patrono (028)",754,36,,197,239,55,96,47,84
"Trabajador familiar no remunerado (029)",885,60,2,252,330,62,105,29,45
"Trabajador del hogar (030)",848,73,3,256,316,68,65,40,27
"Hombres (032)",20921,842,19,4834,7891,1580,2994,822,1939
"Empleado (033)",3957,46,3,309,1133,356,1017,244,849
"Obrero (034)",9085,537,11,2718,3733,539,936,234,377
"Trabajador independiente (035)",6787,211,4,1504,2632,605,923,290,618
"Empleador o patrono (036)",633,29,,169,204,44,73,38,76
"Trabajador familiar no remunerado (037)",418,18,1,123,172,31,41,14,18
"Trabajador del hogar (038)",41,1,,11,17,5,4,2,1
"Mujeres (040)",8415,677,7,1783,2179,643,1763,330,1033
"Empleado (041)",2915,45,,168,495,253,1067,161,726
"Obrero (042)",1279,261,3,517,315,55,74,21,33
"Trabajador independiente (043)",2826,250,,696,877,230,474,86,213
"Empleador o patrono (044)",121,7,,28,35,11,23,9,8
"Trabajador familiar no remunerado (045)",467,42,1,129,158,31,64,15,27
"Trabajador del hogar (046)",807,72,3,245,299,63,61,38,26
,,,,,,,,,
"RURAL (048)",2166,238,5,897,736,81,147,24,38
"Empleado (049)",142,3,,17,54,12,41,3,12
"Obrero (050)",1486,180,4,644,512,54,60,20,12
"Trabajador independiente (051)",318,34,,130,98,11,34,,11
"Empleador o patrono (052)",118,12,,56,40,2,5,1,2
"Trabajador familiar no remunerado (053)",74,7,1,35,23,1,6,,1
"Trabajador del hogar (054)",28,2,,15,9,1,1,,
"Hombres (056)",1844,169,3,765,668,75,107,21,36
"Empleado (057)",98,1,,13,45,10,19,,10
"Obrero (058)",1316,135,2,555,482,52,58,20,12
"Trabajador independiente (059)",261,22,,115,81,10,22,,11
"Empleador o patrono (060)",113,9,,56,38,2,5,1,2
"Trabajador familiar no remunerado (061)",54,2,1,25,21,1,3,,1
"Trabajador del hogar (062)",2,,,1,1,,,,
"Mujeres (064)",322,69,2,132,68,6,40,3,2
"Empleado (065)",44,2,,4,9,2,22,3,2
"Obrero (066)",170,45,2,89,30,2,2,,
"Trabajador independiente (067)",57,12,,15,17,1,12,,
"Empleador o patrono (068)",5,3,,,2,,,,
"Trabajador familiar no remunerado (069)",20,5,,10,2,,3,,
"Trabajador del hogar (070)",26,2,,14,8,1,1,,
