"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",32083,344,12528,11029,3223,1080,451,184,29,,3215
"Conviviente (001)",16004,168,6776,5649,1522,420,163,50,7,,1249
"Separado(a) (002)",3089,37,1180,1040,405,176,61,18,5,,167
"Casado(a) (003)",8030,82,3165,2938,874,297,128,55,8,,483
"Viudo(a) (004)",2956,44,1048,1082,311,116,74,43,6,,232
"Divorciado(a) (005)",231,5,86,68,26,13,7,7,,,19
"Soltero(a) (006)",1773,8,273,252,85,58,18,11,3,,1065
,,,,,,,,,,,
"URBANA (008)",9461,96,3325,3108,1078,405,163,75,11,,1200
"Conviviente (009)",4266,42,1684,1469,462,140,46,17,1,,405
"Separado(a) (010)",945,7,349,312,141,60,19,7,2,,48
"Casado(a) (011)",2605,24,875,923,349,132,61,25,2,,214
"Viudo(a) (012)",751,15,272,251,71,33,20,16,3,,70
"Divorciado(a) (013)",58,2,19,14,8,4,1,3,,,7
"Soltero(a) (014)",836,6,126,139,47,36,16,7,3,,456
,,,,,,,,,,,
"RURAL (016)",22622,248,9203,7921,2145,675,288,109,18,,2015
"Conviviente (017)",11738,126,5092,4180,1060,280,117,33,6,,844
"Separado(a) (018)",2144,30,831,728,264,116,42,11,3,,119
"Casado(a) (019)",5425,58,2290,2015,525,165,67,30,6,,269
"Viudo(a) (020)",2205,29,776,831,240,83,54,27,3,,162
"Divorciado(a) (021)",173,3,67,54,18,9,6,4,,,12
"Soltero(a) (022)",937,2,147,113,38,22,2,4,,,609
