"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CONCEPCION (000)",18961,1015,13,5722,7410,1038,1639,665,1459
"Empleado (001)",2745,15,1,96,604,227,689,220,893
"Obrero (002)",3914,177,2,1205,1919,189,249,88,85
"Trabajador independiente (003)",8234,484,5,2882,3226,440,534,271,392
"Empleador o patrono (004)",243,6,,52,89,18,23,24,31
"Trabajador familiar no remunerado (005)",3562,314,5,1407,1453,141,133,57,52
"Trabajador del hogar (006)",263,19,,80,119,23,11,5,6
"Hombres (008)",12466,424,4,3689,5422,653,966,445,863
"Empleado (009)",1577,6,1,50,433,129,346,134,478
"Obrero (010)",3006,73,,816,1608,152,211,76,70
"Trabajador independiente (011)",5677,244,1,2006,2353,283,336,187,267
"Empleador o patrono (012)",162,,,35,65,12,15,16,19
"Trabajador familiar no remunerado (013)",2021,99,2,774,954,76,57,31,28
"Trabajador del hogar (014)",23,2,,8,9,1,1,1,1
"Mujeres (016)",6495,591,9,2033,1988,385,673,220,596
"Empleado (017)",1168,9,,46,171,98,343,86,415
"Obrero (018)",908,104,2,389,311,37,38,12,15
"Trabajador independiente (019)",2557,240,4,876,873,157,198,84,125
"Empleador o patrono (020)",81,6,,17,24,6,8,8,12
"Trabajador familiar no remunerado (021)",1541,215,3,633,499,65,76,26,24
"Trabajador del hogar (022)",240,17,,72,110,22,10,4,5
,,,,,,,,,
"URBANA (024)",11123,395,8,2509,4381,802,1280,545,1203
"Empleado (025)",2175,10,1,80,432,184,562,179,727
"Obrero (026)",2053,79,,607,977,115,160,57,58
"Trabajador independiente (027)",4883,205,4,1236,2072,364,424,237,341
"Empleador o patrono (028)",197,3,,38,70,17,22,19,28
"Trabajador familiar no remunerado (029)",1608,82,3,490,740,101,101,48,43
"Trabajador del hogar (030)",207,16,,58,90,21,11,5,6
"Hombres (032)",6458,100,2,1266,2894,477,685,346,688
"Empleado (033)",1181,4,1,37,297,100,266,100,376
"Obrero (034)",1503,26,,383,784,90,129,46,45
"Trabajador independiente (035)",2921,53,,643,1365,229,243,160,228
"Empleador o patrono (036)",132,,,26,51,11,14,13,17
"Trabajador familiar no remunerado (037)",703,16,1,171,390,46,32,26,21
"Trabajador del hogar (038)",18,1,,6,7,1,1,1,1
"Mujeres (040)",4665,295,6,1243,1487,325,595,199,515
"Empleado (041)",994,6,,43,135,84,296,79,351
"Obrero (042)",550,53,,224,193,25,31,11,13
"Trabajador independiente (043)",1962,152,4,593,707,135,181,77,113
"Empleador o patrono (044)",65,3,,12,19,6,8,6,11
"Trabajador familiar no remunerado (045)",905,66,2,319,350,55,69,22,22
"Trabajador del hogar (046)",189,15,,52,83,20,10,4,5
,,,,,,,,,
"RURAL (048)",7838,620,5,3213,3029,236,359,120,256
"Empleado (049)",570,5,,16,172,43,127,41,166
"Obrero (050)",1861,98,2,598,942,74,89,31,27
"Trabajador independiente (051)",3351,279,1,1646,1154,76,110,34,51
"Empleador o patrono (052)",46,3,,14,19,1,1,5,3
"Trabajador familiar no remunerado (053)",1954,232,2,917,713,40,32,9,9
"Trabajador del hogar (054)",56,3,,22,29,2,,,
"Hombres (056)",6008,324,2,2423,2528,176,281,99,175
"Empleado (057)",396,2,,13,136,29,80,34,102
"Obrero (058)",1503,47,,433,824,62,82,30,25
"Trabajador independiente (059)",2756,191,1,1363,988,54,93,27,39
"Empleador o patrono (060)",30,,,9,14,1,1,3,2
"Trabajador familiar no remunerado (061)",1318,83,1,603,564,30,25,5,7
"Trabajador del hogar (062)",5,1,,2,2,,,,
"Mujeres (064)",1830,296,3,790,501,60,78,21,81
"Empleado (065)",174,3,,3,36,14,47,7,64
"Obrero (066)",358,51,2,165,118,12,7,1,2
"Trabajador independiente (067)",595,88,,283,166,22,17,7,12
"Empleador o patrono (068)",16,3,,5,5,,,2,1
"Trabajador familiar no remunerado (069)",636,149,1,314,149,10,7,4,2
"Trabajador del hogar (070)",51,2,,20,27,2,,,
