"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO",,,,,,,,,
"Viviendas particulares (001)",7599,634,875,207,6,141,5506,173,57
"Ocupantes presentes (002)",24250,2099,2849,525,18,444,17713,454,148
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7144,579,820,196,6,131,5208,150,54
"Ocupantes presentes (005)",23199,1974,2676,508,18,419,17058,402,144
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,4,2,,,,,,
"Ocupantes presentes (011)",7,5,2,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",120,45,52,6,,1,,16,
"Ocupantes presentes (014)",332,112,167,11,,5,,37,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",308,,,5,,9,291,,3
"Ocupantes presentes (017)",675,,,6,,20,645,,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,,,,,,2,
"Ocupantes presentes (020)",4,,,,,,,4,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",10,3,1,,,,5,1,
"Ocupantes presentes (023)",17,3,4,,,,8,2,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",6,,,,,,2,4,
"Ocupantes presentes (026)",11,,,,,,2,9,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3154,438,547,89,,16,1905,124,35
"Ocupantes presentes (029)",10714,1391,1718,182,,56,6950,309,108
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3013,383,493,83,,15,1903,101,35
"Ocupantes presentes (032)",10349,1266,1549,171,,51,6947,257,108
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",5,5,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,4,2,,,,,,
"Ocupantes presentes (038)",7,5,2,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",120,45,52,6,,1,,16,
"Ocupantes presentes (041)",332,112,167,11,,5,,37,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,,,,,,2,
"Ocupantes presentes (047)",4,,,,,,,4,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",6,3,,,,,2,1,
"Ocupantes presentes (050)",8,3,,,,,3,2,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,,4,
"Ocupantes presentes (053)",9,,,,,,,9,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4445,196,328,118,6,125,3601,49,22
"Ocupantes presentes (056)",13536,708,1131,343,18,388,10763,145,40
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4131,196,327,113,6,116,3305,49,19
"Ocupantes presentes (059)",12850,708,1127,337,18,368,10111,145,36
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",308,,,5,,9,291,,3
"Ocupantes presentes (071)",675,,,6,,20,645,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,1,,,,3,,
"Ocupantes presentes (077)",9,,4,,,,5,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,,2,,
"Ocupantes presentes (080)",2,,,,,,2,,
