"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCARTAMBO (000)",487,149,338
"De 14 a 29 años (001)",257,107,150
"De 30 a 44 años (002)",164,37,127
"De 45 a 64 años (003)",56,5,51
"De 65 y más años (004)",10,,10
"Hombres (005)",382,104,278
"De 14 a 29 años (006)",181,71,110
"De 30 a 44 años (007)",142,29,113
"De 45 a 64 años (008)",52,4,48
"De 65 y más años (009)",7,,7
"Mujeres (010)",105,45,60
"De 14 a 29 años (011)",76,36,40
"De 30 a 44 años (012)",22,8,14
"De 45 a 64 años (013)",4,1,3
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",203,46,157
"De 14 a 29 años (016)",94,33,61
"De 30 a 44 años (017)",80,13,67
"De 45 a 64 años (018)",24,,24
"De 65 y más años (019)",5,,5
"Hombres (020)",160,31,129
"De 14 a 29 años (021)",68,21,47
"De 30 a 44 años (022)",66,10,56
"De 45 a 64 años (023)",22,,22
"De 65 y más años (024)",4,,4
"Mujeres (025)",43,15,28
"De 14 a 29 años (026)",26,12,14
"De 30 a 44 años (027)",14,3,11
"De 45 a 64 años (028)",2,,2
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",284,103,181
"De 14 a 29 años (031)",163,74,89
"De 30 a 44 años (032)",84,24,60
"De 45 a 64 años (033)",32,5,27
"De 65 y más años (034)",5,,5
"Hombres (035)",222,73,149
"De 14 a 29 años (036)",113,50,63
"De 30 a 44 años (037)",76,19,57
"De 45 a 64 años (038)",30,4,26
"De 65 y más años (039)",3,,3
"Mujeres (040)",62,30,32
"De 14 a 29 años (041)",50,24,26
"De 30 a 44 años (042)",8,5,3
"De 45 a 64 años (043)",2,1,1
"De 65 y más años (044)",2,,2
